0	0	1
1	0.0995	3
2	0.1978	3
3	0.2942	3
4	0.3878	3
5	0.4797	3
6	0.5699	3
7	0.6579	3
8	0.741	3
9	0.8196	3
10	0.8945	3
11	0.9676	3
12	1.0342	3
13	1.0981	3
14	1.161	3
15	1.2192	3
16	1.2742	3
17	1.3268	3
18	1.3752	3
19	1.4204	3
20	1.4598	3
21	1.4983	3
22	1.5348	3
23	1.5696	3
24	1.6023	3
25	1.6334	3
26	1.6585	3
27	1.6839	3
28	1.7072	3
29	1.7297	3
30	1.751	3
31	1.771	3
32	1.7882	3
33	1.8043	3
34	1.8198	3
35	1.8346	3
36	1.8476	3
37	1.8595	3
38	1.8708	3
39	1.8807	3
40	1.8907	3
41	1.8992	3
42	1.9073	3
43	1.9143	3
44	1.9227	3
45	1.9295	3
46	1.935	3
47	1.9404	3
48	1.945	3
49	1.9497	3
50	1.954	3
51	1.9581	3
52	1.9615	3
53	1.964	3
54	1.9668	3
55	1.9697	3
56	1.9721	3
57	1.9745	3
58	1.9767	3
59	1.9788	3
60	1.9809	3
61	1.9824	3
62	1.9842	3
63	1.9854	3
64	1.9868	3
65	1.9877	3
66	1.9885	3
67	1.9897	3
68	1.9906	3
69	1.9914	3
70	1.9922	3
71	1.9931	3
72	1.9937	3
73	1.9943	3
74	1.9949	3
75	1.9954	3
76	0.5215	3
77	0.0627	3
78	0.3415	3
79	1.8368	3
80	0.7803	3
81	0.401	3
82	0.2613	3
83	0.4406	3
84	0.3008	3
85	0.1013	3
86	0.2808	3
87	0.0413	3
88	0.0212	3
89	0.6799	3
90	0.4001	3
91	0.2404	3
92	0.1006	3
93	0.1205	3
94	0.0805	3
95	0.8791	3
96	0.0604	3
97	0.2999	3
98	0.26	3
99	0.2599	3
100	0.4395	3
101	0.4595	3
102	0.1202	3
103	0.4994	3
104	0.4996	3
105	0.1201	3
106	0.0401	3
107	0.3997	3
108	0.3797	3
109	0.1599	3
110	0.3397	3
111	0.1799	3
112	0.0201	3
113	0.2798	3
114	0.2598	3
115	0.2598	3
116	0.08	3
117	0.2398	3
118	0.0399	3
119	0.0998	3
120	0.1398	3
121	0.0598	3
122	0.0998	3
123	0.0998	3
124	0.0798	3
125	0.0799	3
126	0.0599	3
127	0.0598	2
128	0.0598	2
129	0.0598	2
130	0.0599	2
131	0.0599	2
132	0.0399	2
133	0.0399	2
134	0.0399	2
135	0.0399	2
136	0.0399	2
137	0.0399	2
138	0.0399	2
139	0.0399	2
140	0.0199	2
141	0.0199	2
142	0.02	1
