0.1	0.00262
0.129	0.00359
0.158	0.00472
0.187	0.00599
0.216	0.00845
0.245	0.01182
0.274	0.01635
0.303	0.02125
0.332	0.02865
0.361	0.03915
0.39	0.05137
0.419	0.06667
0.448	0.08215
0.477	0.09927
0.506	0.11495
0.535	0.13138
0.564	0.1477
0.593	0.15571
0.622	0.16553
0.651	0.16914
0.68	0.1693
0.709	0.17014
0.738	0.16345
0.767	0.15678
0.796	0.14683
0.825	0.13988
0.854	0.1273
0.883	0.11819
0.912	0.10623
0.941	0.09852
0.97	0.08854
0.999	0.07812
1.028	0.06996
1.057	0.06211
1.086	0.0545
1.115	0.04817
1.144	0.04212
1.173	0.03681
1.202	0.0318
1.231	0.02723
1.26	0.02439
1.289	0.02102
1.318	0.01953
1.347	0.01692
1.376	0.01423
1.405	0.01266
1.434	0.01079
1.463	0.01002
1.492	0.00862
1.521	0.00758
1.55	0.00677
1.579	0.00574
1.608	0.00521
1.637	0.0042
1.666	0.00371
1.695	0.00335
1.724	0.00294
1.753	0.00273
1.782	0.0025
1.811	0.00217
1.84	0.00183
1.869	0.00157
1.898	0.00135
1.927	0.00138
1.956	0.00127
1.985	0.00132
2.014	0.00091
2.043	0.00094
2.072	0.00075
2.101	0.00078
2.13	0.00046
2.159	0.00053
2.188	0.00052
2.217	0.00032
2.246	0.00043
2.275	0.00035
2.304	0.00029
2.333	0.00033
2.362	0.00022
2.391	0.0002
2.42	0.00021
2.449	0.00024
2.478	0.00023
2.507	0.00018
2.536	0.00024
2.565	0.0001
2.594	7e-05
2.623	0.00012
2.652	0.00012
2.681	0.00015
2.71	0.00013
2.739	0.00011
2.768	0.00012
2.797	7e-05
2.826	7e-05
2.855	5e-05
2.884	3e-05
2.913	6e-05
2.942	2e-05
2.971	6e-05
