0.2	0.032
0.256	0.048
0.312	0.064
0.368	0.1
0.424	0.097
0.48	0.117
0.536	0.148
0.592	0.167
0.648	0.234
0.704	0.25
0.76	0.321
0.816	0.384
0.872	0.422
0.928	0.509
0.984	0.547
1.04	0.603
1.096	0.643
1.152	0.67
1.208	0.726
1.264	0.753
1.32	0.723
1.376	0.748
1.432	0.726
1.488	0.729
1.544	0.671
1.6	0.648
1.656	0.649
1.712	0.58
1.768	0.543
1.824	0.526
1.88	0.462
1.936	0.447
1.992	0.377
2.048	0.369
2.104	0.304
2.16	0.301
2.216	0.269
2.272	0.255
2.328	0.21
2.384	0.205
2.44	0.166
2.496	0.184
2.552	0.153
2.608	0.142
2.664	0.133
2.72	0.115
2.776	0.113
2.832	0.092
2.888	0.095
2.944	0.095
