0.2	0.002
0.256	0.001
0.312	0.007
0.368	0.005
0.424	0.007
0.48	0.01
0.536	0.014
0.592	0.015
0.648	0.025
0.704	0.022
0.76	0.041
0.816	0.054
0.872	0.042
0.928	0.062
0.984	0.068
1.04	0.091
1.096	0.107
1.152	0.112
1.208	0.121
1.264	0.127
1.32	0.155
1.376	0.152
1.432	0.136
1.488	0.156
1.544	0.158
1.6	0.139
1.656	0.145
1.712	0.139
1.768	0.129
1.824	0.141
1.88	0.104
1.936	0.105
1.992	0.098
2.048	0.102
2.104	0.087
2.16	0.083
2.216	0.086
2.272	0.089
2.328	0.076
2.384	0.064
2.44	0.051
2.496	0.047
2.552	0.046
2.608	0.044
2.664	0.039
2.72	0.033
2.776	0.028
2.832	0.032
2.888	0.038
2.944	0.033
