0.1	0.02381
0.129	0.03305
0.158	0.04083
0.187	0.05334
0.216	0.06642
0.245	0.08482
0.274	0.10582
0.303	0.13259
0.332	0.1638
0.361	0.20171
0.39	0.25182
0.419	0.30616
0.448	0.36723
0.477	0.43103
0.506	0.49748
0.535	0.56126
0.564	0.61847
0.593	0.67454
0.622	0.71783
0.651	0.75074
0.68	0.77021
0.709	0.78594
0.738	0.78987
0.767	0.78387
0.796	0.77475
0.825	0.75487
0.854	0.73148
0.883	0.70082
0.912	0.66926
0.941	0.63313
0.97	0.59227
0.999	0.55749
1.028	0.51268
1.057	0.4765
1.086	0.43697
1.115	0.395
1.144	0.36101
1.173	0.32397
1.202	0.29506
1.231	0.26222
1.26	0.23718
1.289	0.20972
1.318	0.18784
1.347	0.16757
1.376	0.14842
1.405	0.13159
1.434	0.11763
1.463	0.105
1.492	0.0938
1.521	0.0813
1.55	0.07364
1.579	0.06497
1.608	0.05711
1.637	0.05083
1.666	0.0443
1.695	0.04082
1.724	0.03703
1.753	0.03277
1.782	0.02932
1.811	0.02481
1.84	0.02366
1.869	0.01961
1.898	0.01915
1.927	0.0171
1.956	0.01508
1.985	0.01412
2.014	0.01275
2.043	0.01099
2.072	0.00979
2.101	0.00886
2.13	0.00857
2.159	0.00757
2.188	0.00713
2.217	0.00583
2.246	0.00606
2.275	0.00521
2.304	0.00488
2.333	0.0043
2.362	0.00363
2.391	0.00345
2.42	0.00311
2.449	0.00308
2.478	0.00237
2.507	0.00254
2.536	0.00215
2.565	0.0023
2.594	0.00197
2.623	0.0018
2.652	0.00162
2.681	0.00151
2.71	0.0014
2.739	0.00153
2.768	0.00118
2.797	0.00091
2.826	0.00108
2.855	0.00108
2.884	0.001
2.913	0.00104
2.942	0.0008
2.971	0.00086
