Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	1508432837469897
1	0.55	6	0.759934	0.55	1508432837469897
2	1.17	8	1.15373	0.62	1508432837469897
3	1.81	10	1.47442	0.64	1508432837469897
4	2.48	10	1.82472	0.67	1508432837469897
5	3.14	10	2.03971	0.66	1508432837469897
6	3.88	10	2.23955	0.74	1508432837469897
7	4.62	10	2.43426	0.74	1508432837469897
8	5.26	10	2.46016	0.64	1508432837469897
9	5.86	10	2.51205	0.6	1508432837469897
10	6.36	10	2.42083	0.5	1508432837469897
11	6.95	10	2.29728	0.59	1508432837469897
12	7.48	10	2.10704	0.53	1508432837469897
13	7.87	10	1.83115	0.39	1508432837469897
14	8.17	10	1.72659	0.3	1508432837469897
15	8.34	9	1.63841	0.17	1508432837469897
16	8.51	9	1.49663	0.17	1508432837469897
17	8.65	9	1.25599	0.14	1508432837469897
18	8.75	9	1.16082	0.1	1508432837469897
19	8.8	9	1.10905	0.05	1508432837469897
20	8.87	9	0.896158	0.07	1508432837469897
21	8.87	9	1.06916	0	1508432837469897
22	8.92	7	0.737292	0.05	1508432837469897
23	8.91	7	0.878578	-0.01	1508432837469897
24	8.95	6	0.668954	0.04	1508432837469897
25	8.95	6	0.779423	0	1508432837469897
26	8.98	5	0.48949	0.03	1508432837469897
27	8.97	5	0.639609	-0.01	1508432837469897
28	8.99	2	0.399875	0.02	1508432837469897
29	8.99	2	0.412189	0	1508432837469897
30	9	1	0	0.01	1508432837469897
