Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	1514087213008365
1	0.498	6	0.70356	0.498	1514087213008365
2	1.005	8	1.01142	0.507	1514087213008365
3	1.504	9	1.23531	0.499	1514087213008365
4	2.021	10	1.43337	0.517	1514087213008365
5	2.563	12	1.62973	0.542	1514087213008365
6	3.064	13	1.77226	0.501	1514087213008365
7	3.552	15	1.92101	0.488	1514087213008365
8	4.083	16	2.08809	0.531	1514087213008365
9	4.626	18	2.22421	0.543	1514087213008365
10	5.168	18	2.36955	0.542	1514087213008365
11	5.657	20	2.4818	0.489	1514087213008365
12	6.134	20	2.59288	0.477	1514087213008365
13	6.619	21	2.6478	0.485	1514087213008365
14	7.184	22	2.74757	0.565	1514087213008365
15	7.704	23	2.84014	0.52	1514087213008365
16	8.284	25	2.9689	0.58	1514087213008365
17	8.81	25	3.06478	0.526	1514087213008365
18	9.326	26	3.16429	0.516	1514087213008365
19	9.861	25	3.22113	0.535	1514087213008365
20	10.403	26	3.35777	0.542	1514087213008365
21	10.944	26	3.44831	0.541	1514087213008365
22	11.547	27	3.57167	0.603	1514087213008365
23	12.148	28	3.70541	0.601	1514087213008365
24	12.718	29	3.79282	0.57	1514087213008365
25	13.292	29	3.85198	0.574	1514087213008365
26	13.885	29	3.95825	0.593	1514087213008365
27	14.447	29	4.03983	0.562	1514087213008365
28	15.012	30	4.13496	0.565	1514087213008365
29	15.57	30	4.22411	0.558	1514087213008365
30	16.132	30	4.29087	0.562	1514087213008365
31	16.761	33	4.43135	0.629	1514087213008365
32	17.359	34	4.5438	0.598	1514087213008365
33	17.955	34	4.64187	0.596	1514087213008365
34	18.622	36	4.75785	0.667	1514087213008365
35	19.251	36	4.85922	0.629	1514087213008365
36	19.857	37	4.93625	0.606	1514087213008365
37	20.393	37	4.97077	0.536	1514087213008365
38	20.996	38	5.06211	0.603	1514087213008365
39	21.584	39	5.14538	0.588	1514087213008365
40	22.231	38	5.25058	0.647	1514087213008365
41	22.696	40	5.32903	0.465	1514087213008365
42	23.284	41	5.4163	0.588	1514087213008365
43	23.891	43	5.49037	0.607	1514087213008365
44	24.5	45	5.57557	0.609	1514087213008365
