Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	1509269749571109
1	0.5	6	0.716938	0.5	1509269749571109
2	1.008	8	1.02173	0.508	1509269749571109
3	1.524	9	1.25277	0.516	1509269749571109
4	2.06	11	1.47594	0.536	1509269749571109
5	2.564	12	1.65466	0.504	1509269749571109
6	3.068	14	1.83668	0.504	1509269749571109
7	3.612	15	1.99786	0.544	1509269749571109
8	4.174	17	2.20584	0.562	1509269749571109
9	4.744	17	2.34488	0.57	1509269749571109
10	5.294	18	2.45552	0.55	1509269749571109
11	5.818	20	2.61704	0.524	1509269749571109
12	6.4	21	2.73898	0.582	1509269749571109
13	6.97	22	2.89605	0.57	1509269749571109
14	7.632	24	3.051	0.662	1509269749571109
15	8.194	23	3.1363	0.562	1509269749571109
16	8.778	24	3.25434	0.584	1509269749571109
17	9.33	24	3.36052	0.552	1509269749571109
18	9.944	25	3.44802	0.614	1509269749571109
19	10.574	25	3.61227	0.63	1509269749571109
20	11.25	27	3.79572	0.676	1509269749571109
21	11.896	27	3.99089	0.646	1509269749571109
22	12.47	28	4.17649	0.574	1509269749571109
23	13.072	29	4.33737	0.602	1509269749571109
24	13.674	31	4.46203	0.602	1509269749571109
25	14.254	32	4.54725	0.58	1509269749571109
26	14.902	34	4.75104	0.648	1509269749571109
27	15.578	34	4.86168	0.676	1509269749571109
28	16.154	33	4.99122	0.576	1509269749571109
29	16.926	34	5.12216	0.772	1509269749571109
30	17.634	34	5.30642	0.708	1509269749571109
31	18.35	39	5.51466	0.716	1509269749571109
32	19.066	38	5.64762	0.716	1509269749571109
33	19.718	40	5.71213	0.652	1509269749571109
34	20.398	40	5.88826	0.68	1509269749571109
35	21.104	39	5.94081	0.706	1509269749571109
36	21.844	40	6.10964	0.74	1509269749571109
37	22.648	42	6.20903	0.804	1509269749571109
38	23.316	41	6.32962	0.668	1509269749571109
39	24.09	42	6.44468	0.774	1509269749571109
40	24.968	43	6.61188	0.878	1509269749571109
41	25.874	43	6.77703	0.906	1509269749571109
42	26.902	42	6.93833	1.028	1509269749571109
43	27.708	40	7.10934	0.806	1509269749571109
44	28.488	40	7.30259	0.78	1509269749571109
45	29.278	40	7.40059	0.79	1509269749571109
46	30.084	40	7.52987	0.806	1509269749571109
47	30.836	39	7.6287	0.752	1509269749571109
48	31.688	39	7.72533	0.852	1509269749571109
49	32.544	37	7.71687	0.856	1509269749571109
50	33.226	37	7.7133	0.682	1509269749571109
51	34.032	37	7.85742	0.806	1509269749571109
52	34.824	36	7.84812	0.792	1509269749571109
53	35.73	36	7.9184	0.906	1509269749571109
54	36.354	36	7.95756	0.624	1509269749571109
55	37.148	36	7.90545	0.794	1509269749571109
56	37.882	34	7.74713	0.734	1509269749571109
57	38.594	33	7.67849	0.712	1509269749571109
58	39.408	33	7.61548	0.814	1509269749571109
59	40.148	33	7.49374	0.74	1509269749571109
60	40.8	33	7.31013	0.652	1509269749571109
61	41.456	32	7.1712	0.656	1509269749571109
62	42.132	32	6.96122	0.676	1509269749571109
63	42.678	31	6.72788	0.546	1509269749571109
64	43.198	31	6.50852	0.52	1509269749571109
65	43.834	31	6.18987	0.636	1509269749571109
66	44.322	30	5.95905	0.488	1509269749571109
67	44.84	30	5.75051	0.518	1509269749571109
68	45.358	29	5.44406	0.518	1509269749571109
69	45.774	29	5.20758	0.416	1509269749571109
70	46.272	27	4.83136	0.498	1509269749571109
71	46.488	27	4.66453	0.216	1509269749571109
72	46.832	26	4.36896	0.344	1509269749571109
73	47.086	26	4.17476	0.254	1509269749571109
74	47.358	25	3.81233	0.272	1509269749571109
75	47.646	23	3.50467	0.288	1509269749571109
76	47.836	22	3.26268	0.19	1509269749571109
77	48.016	21	2.94648	0.18	1509269749571109
78	48.188	21	2.73508	0.172	1509269749571109
79	48.286	20	2.56986	0.098	1509269749571109
80	48.412	19	2.37113	0.126	1509269749571109
81	48.494	18	2.26141	0.082	1509269749571109
82	48.592	17	2.09941	0.098	1509269749571109
83	48.688	17	1.78063	0.096	1509269749571109
84	48.756	17	1.60451	0.068	1509269749571109
85	48.814	15	1.53473	0.058	1509269749571109
86	48.854	15	1.37865	0.04	1509269749571109
87	48.888	13	1.32569	0.034	1509269749571109
88	48.92	11	1.00479	0.032	1509269749571109
89	48.942	10	1.0405	0.022	1509269749571109
90	48.96	11	1.15256	0.018	1509269749571109
91	48.974	9	0.964015	0.014	1509269749571109
92	48.984	8	0.87849	0.01	1509269749571109
93	48.986	8	0.878524	0.002	1509269749571109
94	48.988	7	0.828164	0.002	1509269749571109
95	48.99	7	0.77324	0.002	1509269749571109
96	48.992	6	0.711292	0.002	1509269749571109
97	48.998	2	0.409873	0.006	1509269749571109
98	48.998	2	0.424259	0	1509269749571109
99	48.998	2	0.431273	0	1509269749571109
100	49	1	0	0.002	1509269749571109
