Reading in data....
constant variables have been read in....
50	100	0.2	3	28	1000
50	100	0.2	3	28	1000
finished reading in u's and r's
Starting runtime: 
r values: 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
u values: 
0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 
50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
47, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
46, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
45, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
45, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
45, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
46, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
47, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
47, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
46, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
45, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
46, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
45, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
41, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
37, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
34, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
34, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
34, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
33, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
