"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"106"	105	7.0166	10	"r8"	0.0444000000000004
"107"	106	7.0634	10	"r8"	0.0467999999999993
"108"	107	7.097	10	"r8"	0.0336000000000007
"109"	108	7.1352	10	"r8"	0.0381999999999998
"110"	109	7.1764	10	"r8"	0.0411999999999999
"111"	110	7.2103	10	"r8"	0.0339
"112"	111	7.2566	10	"r8"	0.0462999999999996
"113"	112	7.2966	10	"r8"	0.04
"114"	113	7.3297	10	"r8"	0.0331000000000001
"115"	114	7.3725	10	"r8"	0.0427999999999997
"116"	115	7.4095	10	"r8"	0.0370000000000008
"117"	116	7.4409	10	"r8"	0.0313999999999997
"118"	117	7.4801	10	"r8"	0.0392000000000001
"119"	118	7.5237	10	"r8"	0.0435999999999996
"120"	119	7.5697	10	"r8"	0.0460000000000003
"121"	120	7.6046	10	"r8"	0.0348999999999995
"122"	121	7.6504	10	"r8"	0.0458000000000007
"123"	122	7.6872	10	"r8"	0.0367999999999995
"124"	123	7.7352	10	"r8"	0.048
"125"	124	7.7759	10	"r8"	0.0407000000000002
"126"	125	7.8169	10	"r8"	0.0410000000000004
"127"	126	7.8595	10	"r8"	0.0425999999999993
"128"	127	7.898	10	"r8"	0.0385
"129"	128	7.9363	10	"r8"	0.0383000000000004
"130"	129	7.9755	10	"r8"	0.0392000000000001
"131"	130	8.0182	10	"r8"	0.0427
"132"	131	8.0488	10	"r8"	0.0305999999999997
"133"	132	8.0913	10	"r8"	0.0425000000000004
"134"	133	8.13	10	"r8"	0.0387000000000004
"135"	134	8.1644	10	"r8"	0.0343999999999998
"136"	135	8.1935	10	"r8"	0.0290999999999997
"137"	136	8.2272	10	"r8"	0.0336999999999996
"138"	137	8.255	9	"r8"	0.0278000000000009
"139"	138	8.2896	9	"r8"	0.0345999999999993
"140"	139	8.3175	8	"r8"	0.0279000000000007
"141"	140	8.3475	8	"r8"	0.0299999999999994
"142"	141	8.3777	8	"r8"	0.0302000000000007
"143"	142	8.4085	8	"r8"	0.0307999999999993
"144"	143	8.4416	8	"r8"	0.0330999999999992
"145"	144	8.4693	8	"r8"	0.0277000000000012
"146"	145	8.4965	8	"r8"	0.0271999999999988
"147"	146	8.5267	8	"r8"	0.0302000000000007
"148"	147	8.5516	8	"r8"	0.0249000000000006
"149"	148	8.575	8	"r8"	0.0233999999999988
"150"	149	8.5996	8	"r8"	0.0246000000000013
"151"	150	8.6249	8	"r8"	0.0252999999999997
"152"	151	8.6451	8	"r8"	0.0201999999999991
"153"	152	8.6692	8	"r8"	0.0241000000000007
"154"	153	8.6905	8	"r8"	0.0213000000000001
"155"	154	8.7098	8	"r8"	0.0192999999999994
"156"	155	8.7254	8	"r8"	0.0156000000000009
"157"	156	8.7411	8	"r8"	0.0156999999999989
"158"	157	8.7543	8	"r8"	0.0132000000000012
"159"	158	8.7719	8	"r8"	0.0175999999999998
"160"	159	8.7837	7	"r8"	0.0117999999999991
"161"	160	8.8002	7	"r8"	0.0165000000000006
"162"	161	8.8132	7	"r8"	0.0129999999999999
"163"	162	8.8244	7	"r8"	0.0112000000000005
"164"	163	8.8353	7	"r8"	0.0108999999999995
"165"	164	8.8443	7	"r8"	0.00900000000000034
"166"	165	8.8554	7	"r8"	0.011099999999999
"167"	166	8.8634	7	"r8"	0.0080000000000009
"168"	167	8.871	7	"r8"	0.00760000000000005
"169"	168	8.8796	7	"r8"	0.0085999999999995
"170"	169	8.8863	7	"r8"	0.00670000000000037
"171"	170	8.8921	7	"r8"	0.00579999999999892
"172"	171	8.8992	7	"r8"	0.00710000000000122
"173"	172	8.9069	7	"r8"	0.00769999999999982
"174"	173	8.9106	7	"r8"	0.00370000000000026
"175"	174	8.9166	7	"r8"	0.00600000000000023
"176"	175	8.9217	7	"r8"	0.00509999999999877
"177"	176	8.9256	7	"r8"	0.00389999999999979
"178"	177	8.9307	7	"r8"	0.00510000000000055
"179"	178	8.9367	7	"r8"	0.00600000000000023
"180"	179	8.9411	7	"r8"	0.0044000000000004
"181"	180	8.9453	7	"r8"	0.00419999999999909
"182"	181	8.9485	7	"r8"	0.00319999999999965
"183"	182	8.951	7	"r8"	0.00250000000000128
"184"	183	8.9532	7	"r8"	0.0022000000000002
"185"	184	8.956	7	"r8"	0.0027999999999988
"186"	185	8.9583	7	"r8"	0.00229999999999997
"187"	186	8.9605	6	"r8"	0.0022000000000002
