"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"48"	47	5.2318	10	"r1"	0.1341
"49"	48	5.3556	10	"r1"	0.1238
"50"	49	5.477	10	"r1"	0.1214
"51"	50	5.597	10	"r1"	0.12
"52"	51	5.7127	10	"r1"	0.115699999999999
"53"	52	5.8091	10	"r1"	0.0964
"54"	53	5.9046	10	"r1"	0.0955000000000004
"55"	54	6.021	10	"r1"	0.1164
"56"	55	6.1211	10	"r1"	0.1001
"57"	56	6.2325	10	"r1"	0.1114
"58"	57	6.333	10	"r1"	0.1005
"59"	58	6.4262	10	"r1"	0.0931999999999995
"60"	59	6.5104	10	"r1"	0.0842000000000001
"61"	60	6.6036	10	"r1"	0.0932000000000004
"62"	61	6.6858	10	"r1"	0.0822000000000003
"63"	62	6.7668	10	"r1"	0.0809999999999995
"64"	63	6.8526	10	"r1"	0.0857999999999999
"65"	64	6.9263	10	"r1"	0.0737000000000005
"66"	65	7.0102	10	"r1"	0.0838999999999999
"67"	66	7.0779	10	"r1"	0.0676999999999994
"68"	67	7.1462	10	"r1"	0.0683000000000007
"69"	68	7.2127	10	"r1"	0.0664999999999996
"70"	69	7.2792	10	"r1"	0.0665000000000004
"71"	70	7.3522	10	"r1"	0.0729999999999995
"72"	71	7.4257	10	"r1"	0.0735000000000001
"73"	72	7.4855	10	"r1"	0.0598000000000001
"74"	73	7.5464	10	"r1"	0.0609000000000002
"75"	74	7.5988	10	"r1"	0.0523999999999996
"76"	75	7.6527	10	"r1"	0.0539000000000005
"77"	76	7.7111	10	"r1"	0.0583999999999998
"78"	77	7.757	10	"r1"	0.0458999999999996
"79"	78	7.8084	10	"r1"	0.0514000000000001
"80"	79	7.8532	10	"r1"	0.0448000000000004
"81"	80	7.8987	10	"r1"	0.0454999999999997
"82"	81	7.9468	10	"r1"	0.0480999999999998
"83"	82	7.9981	10	"r1"	0.0513000000000003
"84"	83	8.035	10	"r1"	0.0369000000000002
"85"	84	8.0709	10	"r1"	0.0358999999999998
"86"	85	8.1065	10	"r1"	0.0356000000000005
"87"	86	8.1392	10	"r1"	0.0327000000000002
"88"	87	8.1744	10	"r1"	0.0351999999999997
"89"	88	8.2082	10	"r1"	0.0337999999999994
"90"	89	8.248	10	"r1"	0.0397999999999996
"91"	90	8.2809	10	"r1"	0.0329000000000015
"92"	91	8.3113	10	"r1"	0.0303999999999984
"93"	92	8.3392	10	"r1"	0.0279000000000007
"94"	93	8.3667	10	"r1"	0.0274999999999999
"95"	94	8.3939	10	"r1"	0.0272000000000006
"96"	95	8.4197	10	"r1"	0.0258000000000003
"97"	96	8.4445	10	"r1"	0.024799999999999
"98"	97	8.4681	10	"r1"	0.0236000000000001
"99"	98	8.4944	10	"r1"	0.0263000000000009
"100"	99	8.5192	10	"r1"	0.024799999999999
"101"	100	8.545	10	"r1"	0.0258000000000003
"102"	101	8.5699	10	"r1"	0.0249000000000006
"103"	102	8.5866	10	"r1"	0.0167000000000002
"104"	103	8.605	10	"r1"	0.0183999999999997
"105"	104	8.6291	10	"r1"	0.0240999999999989
"106"	105	8.6452	10	"r1"	0.0161000000000016
"107"	106	8.6585	10	"r1"	0.0132999999999992
"108"	107	8.6735	10	"r1"	0.0150000000000006
"109"	108	8.6919	10	"r1"	0.0183999999999997
"110"	109	8.7069	10	"r1"	0.0149999999999988
"111"	110	8.7241	10	"r1"	0.0172000000000008
"112"	111	8.7352	10	"r1"	0.0111000000000008
"113"	112	8.7498	10	"r1"	0.0145999999999997
"114"	113	8.7641	10	"r1"	0.0142999999999986
"115"	114	8.7763	10	"r1"	0.0122000000000018
"116"	115	8.7872	10	"r1"	0.0108999999999995
"117"	116	8.7969	9	"r1"	0.00970000000000049
"118"	117	8.8061	9	"r1"	0.00919999999999987
"119"	118	8.8154	10	"r1"	0.00929999999999964
"120"	119	8.8261	10	"r1"	0.0106999999999999
"121"	120	8.8337	10	"r1"	0.00760000000000005
"122"	121	8.8446	9	"r1"	0.0108999999999995
"123"	122	8.8529	9	"r1"	0.0083000000000002
"124"	123	8.8627	9	"r1"	0.00980000000000025
"125"	124	8.8676	10	"r1"	0.00489999999999924
"126"	125	8.8774	10	"r1"	0.00980000000000025
"127"	126	8.8853	10	"r1"	0.00790000000000113
"128"	127	8.8927	10	"r1"	0.00739999999999874
"129"	128	8.8993	10	"r1"	0.00660000000000061
"130"	129	8.9055	9	"r1"	0.00619999999999976
"131"	130	8.9124	8	"r1"	0.00689999999999991
"132"	131	8.9174	8	"r1"	0.00500000000000078
"133"	132	8.9195	8	"r1"	0.00209999999999866
"134"	133	8.9221	8	"r1"	0.00260000000000105
"135"	134	8.9287	8	"r1"	0.00659999999999883
"136"	135	8.9314	8	"r1"	0.00270000000000081
"137"	136	8.9363	8	"r1"	0.00489999999999924
"138"	137	8.9401	7	"r1"	0.00380000000000003
"139"	138	8.9436	7	"r1"	0.00350000000000072
"140"	139	8.9469	7	"r1"	0.00329999999999941
"141"	140	8.9507	7	"r1"	0.00380000000000003
"142"	141	8.953	7	"r1"	0.00229999999999997
"143"	142	8.9567	7	"r1"	0.00370000000000026
"144"	143	8.9593	7	"r1"	0.00260000000000105
"145"	144	8.9609	6	"r1"	0.00159999999999982
"146"	145	8.9638	6	"r1"	0.00290000000000035
"147"	146	8.9659	6	"r1"	0.00209999999999866
"148"	147	8.9683	6	"r1"	0.00239999999999974
"149"	148	8.9699	6	"r1"	0.0016000000000016
"150"	149	8.9727	6	"r1"	0.0027999999999988
"151"	150	8.9741	6	"r1"	0.00140000000000029
"152"	151	8.974	6	"r1"	-9.99999999997669e-05
"153"	152	8.9751	6	"r1"	0.00109999999999921
"154"	153	8.9764	6	"r1"	0.00130000000000052
"155"	154	8.9776	6	"r1"	0.00120000000000076
"156"	155	8.9787	6	"r1"	0.00109999999999921
"157"	156	8.9799	6	"r1"	0.00120000000000076
"158"	157	8.9814	6	"r1"	0.00150000000000006
