"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"1"	0	0	1	"r1"	NA
"2"	1	0.0796	4	"r1"	0.0796
"3"	2	0.135	4	"r1"	0.0554
"4"	3	0.1761	6	"r1"	0.0411
"5"	4	0.211	6	"r1"	0.0349
"6"	5	0.2449	7	"r1"	0.0339
"7"	6	0.2795	7	"r1"	0.0346
"8"	7	0.3177	8	"r1"	0.0382
"9"	8	0.3577	8	"r1"	0.04
"10"	9	0.4065	8	"r1"	0.0488
"11"	10	0.457	8	"r1"	0.0505
"12"	11	0.5099	9	"r1"	0.0529
"13"	12	0.5743	10	"r1"	0.0644
"14"	13	0.6404	10	"r1"	0.0660999999999999
"15"	14	0.7209	9	"r1"	0.0805
"16"	15	0.804	10	"r1"	0.0831000000000001
"17"	16	0.8981	9	"r1"	0.0941
"18"	17	0.9978	10	"r1"	0.0997
"19"	18	1.0972	10	"r1"	0.0993999999999999
"20"	19	1.2186	10	"r1"	0.1214
"21"	20	1.3434	10	"r1"	0.1248
"22"	21	1.4701	10	"r1"	0.1267
"23"	22	1.6045	10	"r1"	0.1344
"24"	23	1.7461	10	"r1"	0.1416
"25"	24	1.8866	10	"r1"	0.1405
"26"	25	2.0271	10	"r1"	0.1405
"27"	26	2.1654	10	"r1"	0.1383
"28"	27	2.3143	10	"r1"	0.1489
"29"	28	2.4621	10	"r1"	0.1478
"30"	29	2.6271	10	"r1"	0.165
"31"	30	2.7832	10	"r1"	0.1561
"32"	31	2.9354	10	"r1"	0.1522
"33"	32	3.0832	10	"r1"	0.1478
"34"	33	3.2292	10	"r1"	0.146
"35"	34	3.3783	10	"r1"	0.1491
"36"	35	3.5331	10	"r1"	0.1548
"37"	36	3.6962	10	"r1"	0.1631
"38"	37	3.8609	10	"r1"	0.1647
"39"	38	4.0109	10	"r1"	0.15
"40"	39	4.1544	10	"r1"	0.1435
"41"	40	4.3015	10	"r1"	0.1471
"42"	41	4.446	10	"r1"	0.1445
"43"	42	4.5829	10	"r1"	0.136900000000001
"44"	43	4.7127	10	"r1"	0.129799999999999
"45"	44	4.8391	10	"r1"	0.1264
"46"	45	4.9671	10	"r1"	0.128
"47"	46	5.0977	10	"r1"	0.130599999999999
