"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"1"	0	0	1	"r4"	NA
"2"	1	0.0987	4	"r4"	0.0987
"3"	2	0.1969	5	"r4"	0.0982
"4"	3	0.2968	6	"r4"	0.0999
"5"	4	0.3938	7	"r4"	0.097
"6"	5	0.4938	7	"r4"	0.1
"7"	6	0.5937	7	"r4"	0.0999
"8"	7	0.6916	7	"r4"	0.0979
"9"	8	0.7855	8	"r4"	0.0939
"10"	9	0.8784	8	"r4"	0.0929
"11"	10	0.9711	9	"r4"	0.0927
"12"	11	1.0549	9	"r4"	0.0838
"13"	12	1.1328	9	"r4"	0.0779000000000001
"14"	13	1.2108	10	"r4"	0.0780000000000001
"15"	14	1.292	9	"r4"	0.0811999999999999
"16"	15	1.3753	10	"r4"	0.0832999999999999
"17"	16	1.4486	10	"r4"	0.0733000000000001
"18"	17	1.5203	10	"r4"	0.0716999999999999
"19"	18	1.589	10	"r4"	0.0687
"20"	19	1.6501	10	"r4"	0.0610999999999999
"21"	20	1.7183	10	"r4"	0.0682
"22"	21	1.7746	10	"r4"	0.0563
"23"	22	1.8353	10	"r4"	0.0607
"24"	23	1.8844	10	"r4"	0.0491000000000001
"25"	24	1.9406	10	"r4"	0.0562
"26"	25	1.9964	10	"r4"	0.0557999999999998
"27"	26	2.0435	10	"r4"	0.0470999999999999
"28"	27	2.0919	10	"r4"	0.0484
"29"	28	2.1483	10	"r4"	0.0564
"30"	29	2.1966	10	"r4"	0.0483000000000002
"31"	30	2.2517	10	"r4"	0.0550999999999999
"32"	31	2.3001	10	"r4"	0.0484
"33"	32	2.351	10	"r4"	0.0508999999999999
"34"	33	2.3944	10	"r4"	0.0434000000000001
"35"	34	2.4423	10	"r4"	0.0478999999999998
"36"	35	2.4926	10	"r4"	0.0503
"37"	36	2.539	10	"r4"	0.0464000000000002
"38"	37	2.5931	10	"r4"	0.0541
"39"	38	2.6359	10	"r4"	0.0427999999999997
"40"	39	2.6928	10	"r4"	0.0569000000000002
"41"	40	2.7384	10	"r4"	0.0455999999999999
"42"	41	2.7889	10	"r4"	0.0505
"43"	42	2.8442	10	"r4"	0.0552999999999999
"44"	43	2.8941	10	"r4"	0.0499000000000001
"45"	44	2.9441	10	"r4"	0.0500000000000003
"46"	45	3.0054	10	"r4"	0.0612999999999997
"47"	46	3.0613	10	"r4"	0.0559000000000003
"48"	47	3.1211	10	"r4"	0.0598000000000001
"49"	48	3.18	10	"r4"	0.0589
"50"	49	3.2457	10	"r4"	0.0656999999999996
"51"	50	3.3124	10	"r4"	0.0667
"52"	51	3.3845	10	"r4"	0.0721000000000003
"53"	52	3.457	10	"r4"	0.0724999999999998
"54"	53	3.5354	10	"r4"	0.0784000000000002
"55"	54	3.612	10	"r4"	0.0766
"56"	55	3.6869	10	"r4"	0.0749
"57"	56	3.7624	10	"r4"	0.0754999999999999
"58"	57	3.8567	10	"r4"	0.0943000000000001
"59"	58	3.9488	10	"r4"	0.0920999999999998
"60"	59	4.0311	10	"r4"	0.0823000000000005
"61"	60	4.1234	10	"r4"	0.0922999999999998
"62"	61	4.2314	10	"r4"	0.108
"63"	62	4.3219	10	"r4"	0.0905000000000005
"64"	63	4.4167	10	"r4"	0.0947999999999993
"65"	64	4.5269	10	"r4"	0.110200000000001
"66"	65	4.6288	10	"r4"	0.1019
"67"	66	4.7298	10	"r4"	0.101
"68"	67	4.8272	10	"r4"	0.0974000000000004
"69"	68	4.9382	10	"r4"	0.111
"70"	69	5.0501	10	"r4"	0.111899999999999
"71"	70	5.1561	10	"r4"	0.106000000000001
"72"	71	5.261	10	"r4"	0.1049
"73"	72	5.3518	10	"r4"	0.0907999999999998
"74"	73	5.4698	10	"r4"	0.118
"75"	74	5.5827	10	"r4"	0.1129
"76"	75	5.6932	10	"r4"	0.1105
"77"	76	5.8122	10	"r4"	0.119
