"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"78"	77	5.9166	10	"r4"	0.1044
"79"	78	6.0373	10	"r4"	0.1207
"80"	79	6.1453	10	"r4"	0.108
"81"	80	6.2496	10	"r4"	0.1043
"82"	81	6.3613	10	"r4"	0.1117
"83"	82	6.4837	10	"r4"	0.1224
"84"	83	6.5823	10	"r4"	0.0986000000000002
"85"	84	6.6821	10	"r4"	0.0998000000000001
"86"	85	6.7814	10	"r4"	0.0992999999999995
"87"	86	6.8911	10	"r4"	0.1097
"88"	87	6.975	10	"r4"	0.0838999999999999
"89"	88	7.0703	10	"r4"	0.0952999999999999
"90"	89	7.1544	10	"r4"	0.0841000000000003
"91"	90	7.2429	10	"r4"	0.0884999999999998
"92"	91	7.3271	10	"r4"	0.0842000000000001
"93"	92	7.4046	10	"r4"	0.0775000000000006
"94"	93	7.4933	10	"r4"	0.0886999999999993
"95"	94	7.5736	10	"r4"	0.0803000000000003
"96"	95	7.647	10	"r4"	0.0734000000000004
"97"	96	7.7211	10	"r4"	0.0740999999999996
"98"	97	7.7848	10	"r4"	0.0636999999999999
"99"	98	7.8451	10	"r4"	0.0603000000000007
"100"	99	7.8974	10	"r4"	0.0522999999999998
"101"	100	7.9539	10	"r4"	0.0564999999999998
"102"	101	8.0185	10	"r4"	0.0645999999999995
"103"	102	8.073	10	"r4"	0.0545000000000009
"104"	103	8.1164	10	"r4"	0.0434000000000001
"105"	104	8.1691	10	"r4"	0.0526999999999997
"106"	105	8.2166	10	"r4"	0.0474999999999994
"107"	106	8.2534	10	"r4"	0.0367999999999995
"108"	107	8.2926	10	"r4"	0.039200000000001
"109"	108	8.3371	10	"r4"	0.0444999999999993
"110"	109	8.3679	10	"r4"	0.030800000000001
"111"	110	8.402	10	"r4"	0.0340999999999987
"112"	111	8.4351	10	"r4"	0.033100000000001
"113"	112	8.472	10	"r4"	0.0368999999999993
"114"	113	8.505	10	"r4"	0.0330000000000013
"115"	114	8.5313	10	"r4"	0.0262999999999991
"116"	115	8.555	10	"r4"	0.0236999999999998
"117"	116	8.5753	10	"r4"	0.0203000000000007
"118"	117	8.6023	10	"r4"	0.0269999999999992
"119"	118	8.6283	10	"r4"	0.0259999999999998
"120"	119	8.6497	9	"r4"	0.0213999999999999
"121"	120	8.6676	9	"r4"	0.0179000000000009
"122"	121	8.6867	9	"r4"	0.0190999999999999
"123"	122	8.701	9	"r4"	0.0143000000000004
"124"	123	8.7246	9	"r4"	0.0236000000000001
"125"	124	8.7414	9	"r4"	0.0167999999999999
"126"	125	8.7598	9	"r4"	0.0183999999999997
"127"	126	8.7766	9	"r4"	0.0167999999999999
"128"	127	8.7931	9	"r4"	0.0165000000000006
"129"	128	8.8085	9	"r4"	0.0153999999999996
"130"	129	8.8227	9	"r4"	0.0141999999999989
"131"	130	8.8324	9	"r4"	0.00970000000000049
"132"	131	8.8433	9	"r4"	0.0108999999999995
"133"	132	8.8528	9	"r4"	0.00950000000000095
"134"	133	8.8647	9	"r4"	0.0118999999999989
"135"	134	8.8737	9	"r4"	0.00900000000000034
"136"	135	8.8841	9	"r4"	0.0104000000000006
"137"	136	8.8907	9	"r4"	0.00660000000000061
"138"	137	8.8993	9	"r4"	0.0085999999999995
"139"	138	8.9039	9	"r4"	0.00459999999999994
"140"	139	8.9114	9	"r4"	0.00750000000000028
"141"	140	8.916	9	"r4"	0.00459999999999994
"142"	141	8.9214	9	"r4"	0.00539999999999985
"143"	142	8.9258	8	"r4"	0.0044000000000004
"144"	143	8.9311	8	"r4"	0.00530000000000008
"145"	144	8.9369	8	"r4"	0.00579999999999892
"146"	145	8.942	8	"r4"	0.00510000000000055
"147"	146	8.9467	8	"r4"	0.0046999999999997
"148"	147	8.9489	8	"r4"	0.0022000000000002
"149"	148	8.9536	8	"r4"	0.0046999999999997
"150"	149	8.9546	8	"r4"	0.000999999999999446
"151"	150	8.958	8	"r4"	0.00340000000000096
"152"	151	8.9626	8	"r4"	0.00459999999999994
"153"	152	8.9658	8	"r4"	0.00319999999999965
"154"	153	8.9673	8	"r4"	0.00150000000000006
"155"	154	8.9701	8	"r4"	0.00280000000000058
"156"	155	8.9704	8	"r4"	0.000299999999999301
"157"	156	8.9711	8	"r4"	0.000700000000000145
"158"	157	8.9732	8	"r4"	0.00210000000000043
"159"	158	8.9751	8	"r4"	0.00189999999999912
"160"	159	8.9772	8	"r4"	0.00210000000000043
"161"	160	8.978	8	"r4"	0.000799999999999912
"162"	161	8.9802	8	"r4"	0.0022000000000002
"163"	162	8.9813	8	"r4"	0.00109999999999921
"164"	163	8.9816	8	"r4"	0.000300000000001077
"165"	164	8.9819	8	"r4"	0.000299999999999301
"166"	165	8.9833	8	"r4"	0.00140000000000029
