100, 0, 0, 
99, 1, 0, 
98.158, 1.834, 0.008, 
97.398, 2.582, 0.02, 
96.6885, 3.271, 0.0405, 
96.0345, 3.907, 0.0585, 
95.4305, 4.4845, 0.085, 
94.841, 5.054, 0.105, 
94.3555, 5.5085, 0.136, 
93.875, 5.954, 0.171, 
93.404, 6.3955, 0.2005, 
92.93, 6.8495, 0.2205, 
92.4995, 7.2425, 0.258, 
92.046, 7.67, 0.284, 
91.614, 8.0625, 0.3235, 
91.194, 8.44, 0.366, 
90.781, 8.8275, 0.3915, 
90.406, 9.175, 0.419, 
90.04, 9.5095, 0.4505, 
89.651, 9.8565, 0.4925, 
89.2995, 10.174, 0.5265, 
88.97, 10.4685, 0.5615, 
88.6445, 10.7475, 0.608, 
88.3305, 11.0205, 0.649, 
87.995, 11.3255, 0.6795, 
87.6845, 11.588, 0.7275, 
87.343, 11.876, 0.781, 
87.0455, 12.1285, 0.826, 
86.752, 12.386, 0.862, 
86.4465, 12.643, 0.9105, 
86.1765, 12.8725, 0.951, 
85.9025, 13.099, 0.9985, 
85.6025, 13.362, 1.0355, 
85.313, 13.6085, 1.0785, 
85.043, 13.838, 1.119, 
84.766, 14.078, 1.156, 
84.489, 14.3065, 1.2045, 
84.2235, 14.539, 1.2375, 
83.945, 14.775, 1.28, 
83.7125, 14.966, 1.3215, 
83.473, 15.162, 1.365, 
83.2075, 15.392, 1.4005, 
82.9555, 15.5945, 1.45, 
82.655, 15.861, 1.484, 
82.439, 16.043, 1.518, 
82.1815, 16.2555, 1.563, 
81.9375, 16.4495, 1.613, 
81.684, 16.65, 1.666, 
81.447, 16.8435, 1.7095, 
81.1595, 17.0815, 1.759, 
80.924, 17.2775, 1.7985, 
80.692, 17.4475, 1.8605, 
80.436, 17.648, 1.916, 
80.201, 17.842, 1.957, 
79.992, 18.0185, 1.9895, 
79.763, 18.193, 2.044, 
79.5855, 18.322, 2.0925, 
79.3735, 18.473, 2.1535, 
79.169, 18.613, 2.218, 
78.915, 18.7955, 2.2895, 
78.6915, 18.964, 2.3445, 
78.4865, 19.1185, 2.395, 
78.241, 19.328, 2.431, 
78.0015, 19.5355, 2.463, 
77.7565, 19.722, 2.5215, 
77.572, 19.861, 2.567, 
77.35, 20.0355, 2.6145, 
77.1045, 20.213, 2.6825, 
76.9135, 20.3655, 2.721, 
76.715, 20.5365, 2.7485, 
76.561, 20.638, 2.801, 
76.3505, 20.7985, 2.851, 
76.186, 20.9085, 2.9055, 
75.9745, 21.0725, 2.953, 
75.781, 21.2065, 3.0125, 
75.6185, 21.316, 3.0655, 
75.446, 21.444, 3.11, 
75.255, 21.5925, 3.1525, 
75.0835, 21.699, 3.2175, 
74.9295, 21.8015, 3.269, 
74.772, 21.91, 3.318, 
74.607, 22.0325, 3.3605, 
74.4305, 22.171, 3.3985, 
74.2735, 22.278, 3.4485, 
74.0785, 22.42, 3.5015, 
73.927, 22.526, 3.547, 
73.747, 22.6665, 3.5865, 
73.55, 22.816, 3.634, 
73.3925, 22.93, 3.6775, 
73.2075, 23.0535, 3.739, 
73.0575, 23.1445, 3.798, 
72.8735, 23.274, 3.8525, 
72.7155, 23.371, 3.9135, 
72.5195, 23.507, 3.9735, 
72.3725, 23.608, 4.0195, 
72.2035, 23.711, 4.0855, 
72.051, 23.806, 4.143, 
71.8825, 23.915, 4.2025, 
71.723, 24.002, 4.275, 
71.5525, 24.1205, 4.327, 
71.368, 24.2475, 4.3845, 
71.2225, 24.349, 4.4285, 
71.049, 24.4435, 4.5075, 
70.868, 24.5775, 4.5545, 
70.7325, 24.672, 4.5955, 
70.6185, 24.754, 4.6275, 
70.4335, 24.8875, 4.679, 
70.2665, 25.003, 4.7305, 
70.114, 25.1105, 4.7755, 
69.9555, 25.2035, 4.841, 
69.79, 25.311, 4.899, 
69.6495, 25.3965, 4.954, 
69.544, 25.467, 4.989, 
69.384, 25.5785, 5.0375, 
69.2325, 25.6785, 5.089, 
69.0735, 25.782, 5.1445, 
68.936, 25.8545, 5.2095, 
68.7945, 25.9385, 5.267, 
68.6555, 26.039, 5.3055, 
68.5025, 26.126, 5.3715, 
68.352, 26.219, 5.429, 
68.24, 26.2845, 5.4755, 
68.106, 26.3575, 5.5365, 
67.968, 26.4145, 5.6175, 
67.834, 26.4915, 5.6745, 
67.674, 26.597, 5.729, 
67.549, 26.652, 5.799, 
67.386, 26.7485, 5.8655, 
67.256, 26.8225, 5.9215, 
67.1085, 26.927, 5.9645, 
66.935, 27.034, 6.031, 
66.791, 27.1395, 6.0695, 
66.671, 27.194, 6.135, 
66.502, 27.309, 6.189, 
66.3915, 27.3755, 6.233, 
66.2695, 27.455, 6.2755, 
66.123, 27.5615, 6.3155, 
65.9775, 27.649, 6.3735, 
65.845, 27.7205, 6.4345, 
65.698, 27.802, 6.5, 
65.5615, 27.874, 6.5645, 
65.428, 27.948, 6.624, 
65.272, 28.0475, 6.6805, 
65.1335, 28.145, 6.7215, 
65.0125, 28.2215, 6.766, 
64.876, 28.306, 6.818, 
64.728, 28.402, 6.87, 
64.5935, 28.479, 6.9275, 
64.4595, 28.5535, 6.987, 
64.3395, 28.632, 7.0285, 
64.211, 28.6875, 7.1015, 
64.0715, 28.75, 7.1785, 
63.9105, 28.8425, 7.247, 
63.796, 28.9155, 7.2885, 
63.658, 28.9945, 7.3475, 
63.5175, 29.0785, 7.404, 
63.403, 29.1345, 7.4625, 
63.2545, 29.2265, 7.519, 
63.116, 29.322, 7.562, 
63.0025, 29.376, 7.6215, 
62.9035, 29.4235, 7.673, 
62.778, 29.4835, 7.7385, 
62.675, 29.556, 7.769, 
62.5515, 29.622, 7.8265, 
62.41, 29.701, 7.889, 
62.2545, 29.7865, 7.959, 
62.143, 29.8335, 8.0235, 
61.969, 29.94, 8.091, 
61.8635, 29.9875, 8.149, 
61.705, 30.098, 8.197, 
61.591, 30.154, 8.255, 
61.5105, 30.179, 8.3105, 
61.387, 30.257, 8.356, 
61.27, 30.306, 8.424, 
61.1525, 30.356, 8.4915, 
61.0305, 30.435, 8.5345, 
60.935, 30.479, 8.586, 
60.807, 30.549, 8.644, 
60.677, 30.6085, 8.7145, 
60.5725, 30.6595, 8.768, 
60.4535, 30.7175, 8.829, 
60.3535, 30.779, 8.8675, 
60.206, 30.874, 8.92, 
60.0875, 30.941, 8.9715, 
59.9505, 31.003, 9.0465, 
59.7735, 31.1095, 9.117, 
59.6785, 31.152, 9.1695, 
59.5685, 31.21, 9.2215, 
59.427, 31.2855, 9.2875, 
59.331, 31.341, 9.328, 
59.203, 31.408, 9.389, 
59.0655, 31.4805, 9.454, 
58.9405, 31.5535, 9.506, 
58.8515, 31.5935, 9.555, 
58.7215, 31.6565, 9.622, 
58.6, 31.718, 9.682, 
58.5095, 31.76, 9.7305, 
58.4105, 31.792, 9.7975, 
58.312, 31.835, 9.853, 
58.1455, 31.936, 9.9185, 
58.082, 31.955, 9.963, 
58.0135, 31.9845, 10.002, 
57.9245, 32.0065, 10.069, 
57.8205, 32.061, 10.1185, 
57.727, 32.096, 10.177, 
57.619, 32.1445, 10.2365, 
57.5145, 32.1895, 10.296, 
57.429, 32.218, 10.353, 
57.3295, 32.2785, 10.392, 
57.208, 32.338, 10.454, 
57.08, 32.4085, 10.5115, 
56.9905, 32.423, 10.5865, 
56.9025, 32.4705, 10.627, 
56.7975, 32.5145, 10.688, 
56.685, 32.569, 10.746, 
56.5955, 32.5695, 10.835, 
56.495, 32.5985, 10.9065, 
56.3695, 32.6585, 10.972, 
56.2935, 32.679, 11.0275, 
56.203, 32.724, 11.073, 
56.115, 32.775, 11.11, 
56.0025, 32.8265, 11.171, 
55.9125, 32.887, 11.2005, 
55.8085, 32.928, 11.2635, 
55.7345, 32.9395, 11.326, 
55.6415, 32.998, 11.3605, 
55.5485, 33.055, 11.3965, 
55.4125, 33.115, 11.4725, 
55.3355, 33.1465, 11.518, 
55.236, 33.1885, 11.5755, 
55.169, 33.2085, 11.6225, 
55.0845, 33.249, 11.6665, 
54.9825, 33.3015, 11.716, 
54.8695, 33.359, 11.7715, 
54.773, 33.404, 11.823, 
54.647, 33.4815, 11.8715, 
54.593, 33.5035, 11.9035, 
54.4635, 33.567, 11.9695, 
54.3575, 33.6085, 12.034, 
54.297, 33.62, 12.083, 
54.207, 33.663, 12.13, 
54.1135, 33.675, 12.2115, 
54.0195, 33.715, 12.2655, 
53.918, 33.7595, 12.3225, 
53.792, 33.8245, 12.3835, 
53.698, 33.871, 12.431, 
53.627, 33.887, 12.486, 
53.545, 33.892, 12.563, 
53.465, 33.918, 12.617, 
53.415, 33.946, 12.639, 
53.3235, 33.966, 12.7105, 
53.2195, 33.9995, 12.781, 
53.155, 34.01, 12.835, 
53.028, 34.072, 12.9, 
52.938, 34.114, 12.948, 
52.907, 34.1205, 12.9725, 
52.814, 34.1505, 13.0355, 
52.724, 34.173, 13.103, 
52.6285, 34.2135, 13.158, 
52.528, 34.266, 13.206, 
52.4445, 34.301, 13.2545, 
52.367, 34.305, 13.328, 
52.252, 34.3485, 13.3995, 
52.1725, 34.3755, 13.452, 
52.126, 34.3735, 13.5005, 
52.0345, 34.4035, 13.562, 
51.991, 34.395, 13.614, 
51.907, 34.4365, 13.6565, 
51.838, 34.4285, 13.7335, 
51.76, 34.4435, 13.7965, 
51.655, 34.4715, 13.8735, 
51.586, 34.4895, 13.9245, 
51.491, 34.546, 13.963, 
51.4125, 34.583, 14.0045, 
51.344, 34.591, 14.065, 
51.249, 34.604, 14.147, 
51.1565, 34.6665, 14.177, 
51.078, 34.6805, 14.2415, 
50.981, 34.702, 14.317, 
50.9185, 34.7065, 14.375, 
50.829, 34.745, 14.426, 
50.731, 34.778, 14.491, 
50.6575, 34.792, 14.5505, 
50.582, 34.8165, 14.6015, 
50.4655, 34.8775, 14.657, 
50.37, 34.8985, 14.7315, 
50.299, 34.882, 14.819, 
50.2125, 34.9075, 14.88, 
50.101, 34.9595, 14.9395, 
49.99, 35.024, 14.986, 
49.886, 35.0705, 15.0435, 
49.787, 35.119, 15.094, 
49.724, 35.1245, 15.1515, 
49.6605, 35.15, 15.1895, 
49.62, 35.136, 15.244, 
49.5635, 35.15, 15.2865, 
49.4805, 35.166, 15.3535, 
49.3795, 35.187, 15.4335, 
49.269, 35.2135, 15.5175, 
49.179, 35.2615, 15.5595, 
49.123, 35.277, 15.6, 
49.022, 35.302, 15.676, 
48.942, 35.33, 15.728, 
48.8485, 35.356, 15.7955, 
48.789, 35.3785, 15.8325, 
48.6985, 35.395, 15.9065, 
48.619, 35.4185, 15.9625, 
48.538, 35.4215, 16.0405, 
48.463, 35.4515, 16.0855, 
48.37, 35.4735, 16.1565, 
48.283, 35.5, 16.217, 
48.176, 35.5385, 16.2855, 
48.0885, 35.542, 16.3695, 
47.9855, 35.5875, 16.427, 
47.91, 35.6025, 16.4875, 
47.8475, 35.5985, 16.554, 
47.7765, 35.6085, 16.615, 
47.7125, 35.614, 16.6735, 
47.6465, 35.6255, 16.728, 
47.579, 35.642, 16.779, 
47.52, 35.646, 16.834, 
47.417, 35.676, 16.907, 
47.2955, 35.72, 16.9845, 
47.223, 35.718, 17.059, 
47.134, 35.746, 17.12, 
47.079, 35.731, 17.19, 
47.0145, 35.745, 17.2405, 
46.9625, 35.7365, 17.301, 
46.8785, 35.7595, 17.362, 
46.8135, 35.782, 17.4045, 
46.7035, 35.831, 17.4655, 
46.5735, 35.892, 17.5345, 
46.5005, 35.8855, 17.614, 
46.44, 35.897, 17.663, 
46.346, 35.9285, 17.7255, 
46.235, 36.001, 17.764, 
46.136, 36.045, 17.819, 
46.07, 36.0785, 17.8515, 
46.001, 36.0915, 17.9075, 
45.933, 36.1155, 17.9515, 
45.862, 36.1135, 18.0245, 
45.775, 36.115, 18.11, 
45.719, 36.127, 18.154, 
45.6245, 36.1265, 18.249, 
45.5505, 36.1785, 18.271, 
45.4175, 36.2525, 18.33, 
45.3275, 36.28, 18.3925, 
45.2375, 36.2915, 18.471, 
45.183, 36.2815, 18.5355, 
45.097, 36.3035, 18.5995, 
45.025, 36.3275, 18.6475, 
44.961, 36.349, 18.69, 
44.88, 36.3785, 18.7415, 
44.808, 36.3915, 18.8005, 
44.726, 36.401, 18.873, 
44.6405, 36.407, 18.9525, 
44.5835, 36.3885, 19.028, 
44.53, 36.3955, 19.0745, 
44.462, 36.3965, 19.1415, 
44.356, 36.4295, 19.2145, 
44.289, 36.432, 19.279, 
44.2165, 36.4465, 19.337, 
44.1495, 36.445, 19.4055, 
44.097, 36.4585, 19.4445, 
44.0225, 36.4645, 19.513, 
43.9405, 36.482, 19.5775, 
43.88, 36.4645, 19.6555, 
43.806, 36.481, 19.713, 
43.7135, 36.488, 19.7985, 
43.639, 36.4925, 19.8685, 
43.577, 36.5155, 19.9075, 
43.478, 36.548, 19.974, 
43.389, 36.573, 20.038, 
43.317, 36.567, 20.116, 
43.2925, 36.5405, 20.167, 
43.2455, 36.561, 20.1935, 
43.1595, 36.573, 20.2675, 
43.0935, 36.565, 20.3415, 
43.0145, 36.581, 20.4045, 
42.924, 36.591, 20.485, 
42.8585, 36.5875, 20.554, 
42.781, 36.5935, 20.6255, 
42.751, 36.6015, 20.6475, 
42.631, 36.641, 20.728, 
42.5695, 36.6445, 20.786, 
42.4885, 36.6815, 20.83, 
42.433, 36.681, 20.886, 
42.368, 36.706, 20.926, 
42.3155, 36.7065, 20.978, 
