0.1	4e-05
0.129	0.0001
0.158	0.00014
0.187	0.00015
0.216	0.00017
0.245	0.00023
0.274	0.00023
0.303	0.00026
0.332	0.00022
0.361	0.00031
0.39	0.0003
0.419	0.00054
0.448	0.00058
0.477	0.00073
0.506	0.00089
0.535	0.00123
0.564	0.00147
0.593	0.00198
0.622	0.00221
0.651	0.003
0.68	0.00339
0.709	0.00455
0.738	0.00541
0.767	0.00597
0.796	0.00769
0.825	0.00932
0.854	0.0105
0.883	0.01183
0.912	0.01326
0.941	0.01564
0.97	0.01721
0.999	0.01864
1.028	0.02079
1.057	0.02273
1.086	0.02345
1.115	0.02401
1.144	0.02516
1.173	0.02702
1.202	0.02849
1.231	0.02942
1.26	0.03022
1.289	0.03106
1.318	0.0306
1.347	0.03154
1.376	0.03181
1.405	0.03223
1.434	0.03136
1.463	0.03221
1.492	0.03071
1.521	0.0316
1.55	0.03014
1.579	0.02964
1.608	0.02943
1.637	0.02829
1.666	0.02773
1.695	0.02672
1.724	0.02696
1.753	0.02585
1.782	0.0243
1.811	0.024
1.84	0.0233
1.869	0.02079
1.898	0.02084
1.927	0.02035
1.956	0.01973
1.985	0.01759
2.014	0.01716
2.043	0.01653
2.072	0.01561
2.101	0.01523
2.13	0.01447
2.159	0.01415
2.188	0.01308
2.217	0.0119
2.246	0.01148
2.275	0.01019
2.304	0.01002
2.333	0.00907
2.362	0.00965
2.391	0.00888
2.42	0.00869
2.449	0.00755
2.478	0.00771
2.507	0.00679
2.536	0.00649
2.565	0.00591
2.594	0.00562
2.623	0.00533
2.652	0.005
2.681	0.00474
2.71	0.0044
2.739	0.00411
2.768	0.00452
2.797	0.00361
2.826	0.00376
2.855	0.00319
2.884	0.00333
2.913	0.00337
2.942	0.0029
2.971	0.00267
