10000	0	0	
9999	1	0	
9998	2	0	
9997	3	0	
9996	4	0	
9995	5	0	
9994	6	0	
9993	7	0	
9992	8	0	
9991	9	0	
9990	10	0	
9989	11	0	
9988	12	0	
9987	13	0	
9986	14	0	
9985	15	0	
9984	16	0	
9983	17	0	
9982	18	0	
9981	19	0	
9980	20	0	
9979	21	0	
9978	22	0	
9977	23	0	
9976	24	0	
9975	25	0	
9974	26	0	
9973	27	0	
9972	28	0	
9971	29	0	
9970	30	0	
9971	29	0	
9970	30	0	
9969	31	0	
9968	32	0	
9967	33	0	
9966	34	0	
9965	35	0	
9964	36	0	
9963	37	0	
9962	38	0	
9961	38	1	
9960	39	1	
9959	40	1	
9958	41	1	
9957	42	1	
9956	43	1	
9955	44	1	
9954	45	1	
9953	46	1	
9952	47	1	
9951	48	1	
9950	49	1	
9949	50	1	
9948	51	1	
9947	52	1	
9946	53	1	
9945	54	1	
9944	55	1	
9943	56	1	
9942	57	1	
9941	58	1	
9940	59	1	
9939	60	1	
9938	61	1	
9937	62	1	
9936	63	1	
9935	64	1	
9934	65	1	
9933	66	1	
9932	67	1	
9931	68	1	
9930	69	1	
9929	70	1	
9928	71	1	
9927	72	1	
9926	73	1	
9925	74	1	
9924	75	1	
9923	76	1	
9922	77	1	
9921	78	1	
9920	79	1	
9919	80	1	
9918	81	1	
9917	82	1	
9916	83	1	
9915	84	1	
9914	85	1	
9913	86	1	
9914	85	1	
9913	86	1	
9914	85	1	
9913	86	1	
9912	87	1	
9911	88	1	
9910	89	1	
9909	90	1	
9908	91	1	
9907	92	1	
9906	93	1	
9905	94	1	
9904	95	1	
9903	96	1	
9902	97	1	
9901	98	1	
9900	99	1	
9899	100	1	
9898	101	1	
9897	102	1	
9896	103	1	
9895	104	1	
9894	105	1	
9893	106	1	
9892	107	1	
9891	108	1	
9890	109	1	
9889	110	1	
9888	111	1	
9887	112	1	
9886	113	1	
9885	114	1	
9886	113	1	
9885	114	1	
9884	115	1	
9883	116	1	
9882	117	1	
9881	118	1	
9880	119	1	
9881	118	1	
9880	119	1	
9879	120	1	
9878	121	1	
9877	122	1	
9876	123	1	
9875	124	1	
9876	123	1	
9875	124	1	
9874	125	1	
9873	126	1	
9872	127	1	
9871	128	1	
9870	129	1	
9869	130	1	
9868	131	1	
9867	132	1	
9866	133	1	
9865	134	1	
9864	135	1	
9863	136	1	
9862	137	1	
9861	138	1	
9860	139	1	
9859	140	1	
9858	141	1	
9857	142	1	
9858	141	1	
9857	142	1	
9856	143	1	
9855	144	1	
9856	143	1	
9855	144	1	
9854	145	1	
9853	146	1	
9852	147	1	
9851	148	1	
9852	147	1	
9851	148	1	
9850	149	1	
9849	150	1	
9848	151	1	
9847	152	1	
9846	153	1	
9845	154	1	
9844	155	1	
9843	156	1	
9842	157	1	
9841	158	1	
9840	159	1	
9839	160	1	
9838	161	1	
9837	161	2	
9838	160	2	
9837	161	2	
9836	162	2	
9835	163	2	
9834	164	2	
9833	165	2	
9832	166	2	
9831	167	2	
9832	166	2	
9831	167	2	
9830	168	2	
9829	169	2	
9828	170	2	
9827	171	2	
9826	172	2	
9825	173	2	
9824	174	2	
9823	175	2	
9822	176	2	
9821	177	2	
9820	178	2	
9819	179	2	
9820	178	2	
9819	179	2	
9818	180	2	
9817	181	2	
9816	182	2	
9815	183	2	
9814	184	2	
9815	183	2	
9814	184	2	
9813	185	2	
9812	186	2	
9813	185	2	
9812	186	2	
9811	187	2	
9810	188	2	
9809	189	2	
9808	190	2	
9807	191	2	
9806	192	2	
9805	192	3	
9804	193	3	
9803	194	3	
9802	195	3	
9801	196	3	
9802	195	3	
9801	196	3	
9800	197	3	
9799	198	3	
9798	199	3	
9797	200	3	
9796	201	3	
9795	202	3	
9794	203	3	
9795	202	3	
9794	203	3	
9793	204	3	
9794	203	3	
9793	204	3	
9792	205	3	
9791	206	3	
9790	207	3	
9789	208	3	
9788	209	3	
9789	208	3	
9788	209	3	
9787	210	3	
9786	211	3	
9785	212	3	
9784	213	3	
9783	214	3	
9782	215	3	
9781	216	3	
9782	215	3	
9781	216	3	
9780	217	3	
9781	216	3	
9780	217	3	
9781	216	3	
9780	217	3	
9779	218	3	
9780	217	3	
9779	218	3	
9778	219	3	
9777	220	3	
9776	221	3	
9775	222	3	
9774	223	3	
9773	224	3	
9772	225	3	
9771	226	3	
9770	227	3	
9769	228	3	
9768	229	3	
9767	230	3	
9766	231	3	
9765	232	3	
9764	233	3	
9763	234	3	
9762	235	3	
9761	236	3	
9760	237	3	
9759	238	3	
9758	239	3	
9757	240	3	
9756	241	3	
9755	242	3	
9754	243	3	
9753	244	3	
9752	245	3	
9751	246	3	
9750	247	3	
9749	248	3	
9750	247	3	
9749	248	3	
9748	249	3	
9747	250	3	
9746	251	3	
9745	252	3	
9744	253	3	
9743	254	3	
9742	255	3	
9741	256	3	
9740	257	3	
9739	258	3	
9738	259	3	
9737	260	3	
9738	259	3	
9739	258	3	
9738	259	3	
9737	260	3	
9736	261	3	
9735	262	3	
9734	263	3	
9735	262	3	
9734	263	3	
9735	262	3	
9734	263	3	
9733	264	3	
9732	265	3	
9731	266	3	
9730	267	3	
9729	268	3	
9728	269	3	
9727	270	3	
9726	271	3	
9725	272	3	
9724	273	3	
9723	274	3	
9722	275	3	
9721	276	3	
9720	277	3	
9721	276	3	
9720	277	3	
9719	278	3	
9718	278	4	
9717	279	4	
9716	280	4	
9715	281	4	
9714	282	4	
9715	281	4	
9714	282	4	
9713	283	4	
9712	284	4	
9711	285	4	
9710	286	4	
9709	287	4	
9708	288	4	
9707	289	4	
9706	290	4	
9705	291	4	
9704	292	4	
9703	293	4	
9704	292	4	
9705	291	4	
9704	292	4	
9705	291	4	
9704	292	4	
9703	293	4	
9702	294	4	
9701	295	4	
9700	296	4	
9699	297	4	
9698	298	4	
9697	299	4	
9696	300	4	
9695	301	4	
9694	302	4	
9693	303	4	
9692	304	4	
9691	305	4	
9690	306	4	
9691	305	4	
