363	14.12	89.88	148.92	195.16	551.92	
364	15.02	85.9	150.86	189.98	558.24	
365	14.96	86.46	149.66	190.36	558.56	
366	13.78	86.54	149.1	192.04	558.54	
367	12.88	84.98	149.26	192.34	560.54	
368	13.76	82.12	149.02	194.56	560.54	
369	14.1	80.64	149.68	194.14	561.44	
370	14.12	80.94	148.94	193.44	562.56	
371	13.8	79.48	145.64	191.84	569.24	
372	12.82	80.88	142.8	194.72	568.78	
373	13.46	77.78	141.04	194.46	573.26	
374	12.96	76.04	142.4	192.34	576.26	
375	11.8	77.2	141.98	191.1	577.92	
376	11.52	77.92	142.1	188.88	579.58	
377	11.72	78.66	141.52	190.72	577.38	
378	11.58	79.56	139.76	187.62	581.48	
379	11.04	77.7	138.4	185.7	587.16	
380	11.6	76.58	140.58	186.44	584.8	
381	10.98	78.88	138.3	189.32	582.52	
382	10.96	78.34	138.26	187.82	584.62	
383	10.68	76.32	137.96	185.36	589.68	
384	11.2	76.84	135.38	184.98	591.6	
385	10.7	77.36	135.92	184.96	591.06	
386	12.06	77.78	133.52	186.04	590.6	
387	12.64	78.5	132.16	183.8	592.9	
388	12.2	77.32	131.62	186.88	591.98	
389	10.86	74.34	134.2	181.94	598.66	
390	10.78	75.44	133.46	182.22	598.1	
391	11.28	74.22	134.56	180.66	599.28	
392	10.66	77.14	130.96	176.36	604.88	
393	10.88	75.2	129.3	175.42	609.2	
394	11.04	74.46	130.02	174.4	610.08	
395	11.28	75.56	131.1	174.44	607.62	
396	11.52	73.02	128.94	176.88	609.64	
397	11.62	75.36	125.36	175.62	612.04	
398	11.48	74.56	125.7	176.28	611.98	
399	11.48	76.36	127.34	176.14	608.68	
400	12	76.68	125.94	177.76	607.62	
401	12	76.48	124.24	177.04	610.24	
402	11.34	76	121.54	177.6	613.52	
403	10.78	74.88	121.92	176.66	615.76	
404	11.54	76.36	119.92	175.86	616.32	
405	11.32	75.18	117.2	179.36	616.94	
406	11.3	75.26	117.84	176.78	618.82	
407	10.64	73.76	118.32	175.34	621.94	
408	10.82	73.02	117.8	172.14	626.22	
409	12.12	73.98	113.7	170.9	629.3	
410	10.98	76.74	111.46	173	627.82	
