Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	332618708717554
1	0.098	4	0.315271	0.098	332618708717554
2	0.194	5	0.444257	0.096	332618708717554
3	0.292	5	0.541974	0.098	332618708717554
4	0.396	6	0.63181	0.104	332618708717554
5	0.494	7	0.705666	0.098	332618708717554
6	0.59	7	0.770649	0.096	332618708717554
7	0.698	7	0.83594	0.108	332618708717554
8	0.803	8	0.904539	0.105	332618708717554
9	0.906	7	0.950349	0.103	332618708717554
10	1.012	7	1.00342	0.106	332618708717554
11	1.11	7	1.04637	0.098	332618708717554
12	1.201	7	1.08287	0.091	332618708717554
13	1.304	7	1.12942	0.103	332618708717554
14	1.399	8	1.16568	0.095	332618708717554
15	1.492	8	1.22186	0.093	332618708717554
16	1.596	9	1.25689	0.104	332618708717554
17	1.689	10	1.29317	0.093	332618708717554
18	1.811	10	1.34992	0.122	332618708717554
19	1.927	10	1.40131	0.116	332618708717554
20	2.034	10	1.42998	0.107	332618708717554
21	2.109	10	1.44814	0.075	332618708717554
22	2.21	10	1.46625	0.101	332618708717554
23	2.295	10	1.50066	0.085	332618708717554
24	2.395	10	1.52577	0.1	332618708717554
25	2.505	10	1.55691	0.11	332618708717554
26	2.599	10	1.59756	0.094	332618708717554
27	2.693	10	1.63302	0.094	332618708717554
28	2.8	10	1.65529	0.107	332618708717554
29	2.895	10	1.6938	0.095	332618708717554
30	3.007	10	1.7248	0.112	332618708717554
31	3.134	10	1.75387	0.127	332618708717554
32	3.201	10	1.77274	0.067	332618708717554
33	3.287	10	1.79266	0.086	332618708717554
34	3.406	10	1.82542	0.119	332618708717554
35	3.501	10	1.84986	0.095	332618708717554
36	3.614	10	1.89341	0.113	332618708717554
37	3.705	10	1.89841	0.091	332618708717554
38	3.808	10	1.91993	0.103	332618708717554
39	3.886	10	1.94808	0.078	332618708717554
40	4.049	10	1.97221	0.163	332618708717554
41	4.164	10	2.00552	0.115	332618708717554
42	4.25	10	2.00062	0.086	332618708717554
43	4.311	10	2.02417	0.061	332618708717554
44	4.442	10	2.03952	0.131	332618708717554
45	4.552	10	2.0436	0.11	332618708717554
46	4.676	10	2.0635	0.124	332618708717554
47	4.782	10	2.05778	0.106	332618708717554
48	4.85	10	2.07087	0.068	332618708717554
49	4.951	10	2.0949	0.101	332618708717554
50	5.014	10	2.1201	0.063	332618708717554
51	5.119	10	2.13959	0.105	332618708717554
52	5.233	10	2.14376	0.114	332618708717554
53	5.338	10	2.14517	0.105	332618708717554
54	5.433	10	2.15209	0.095	332618708717554
55	5.504	10	2.14382	0.071	332618708717554
56	5.606	10	2.13396	0.102	332618708717554
57	5.676	10	2.13097	0.07	332618708717554
58	5.747	10	2.13213	0.071	332618708717554
59	5.861	10	2.13229	0.114	332618708717554
60	5.884	10	2.13858	0.023	332618708717554
61	5.988	10	2.13655	0.104	332618708717554
62	6.086	10	2.15142	0.098	332618708717554
63	6.174	10	2.13769	0.088	332618708717554
64	6.267	10	2.12455	0.093	332618708717554
65	6.317	10	2.11436	0.05	332618708717554
66	6.407	10	2.10104	0.09	332618708717554
67	6.472	10	2.106	0.065	332618708717554
68	6.517	10	2.10421	0.045	332618708717554
69	6.613	10	2.09051	0.096	332618708717554
70	6.677	10	2.08942	0.064	332618708717554
71	6.741	10	2.06759	0.064	332618708717554
72	6.826	10	2.05857	0.085	332618708717554
73	6.9	10	2.04622	0.074	332618708717554
74	6.995	10	2.01494	0.095	332618708717554
75	7.061	10	2.01079	0.066	332618708717554
76	7.108	9	1.99958	0.047	332618708717554
77	7.174	9	1.99091	0.066	332618708717554
78	7.245	9	1.97838	0.071	332618708717554
79	7.32	9	1.91849	0.075	332618708717554
80	7.363	9	1.91108	0.043	332618708717554
81	7.409	9	1.8899	0.046	332618708717554
82	7.485	9	1.84845	0.076	332618708717554
83	7.543	9	1.8287	0.058	332618708717554
84	7.587	9	1.81451	0.044	332618708717554
85	7.623	9	1.80329	0.036	332618708717554
86	7.676	9	1.77989	0.053	332618708717554
87	7.715	9	1.76799	0.039	332618708717554
88	7.762	9	1.74022	0.047	332618708717554
89	7.795	9	1.71842	0.033	332618708717554
90	7.849	9	1.69003	0.054	332618708717554
91	7.886	9	1.66253	0.037	332618708717554
92	7.947	9	1.60754	0.061	332618708717554
93	7.999	9	1.57924	0.052	332618708717554
94	8.033	9	1.56426	0.034	332618708717554
95	8.065	9	1.53681	0.032	332618708717554
96	8.092	9	1.51345	0.027	332618708717554
97	8.149	9	1.45733	0.057	332618708717554
98	8.191	9	1.42531	0.042	332618708717554
99	8.254	9	1.36656	0.063	332618708717554
100	8.277	9	1.35914	0.023	332618708717554
101	8.305	9	1.32438	0.028	332618708717554
102	8.335	9	1.2949	0.03	332618708717554
103	8.366	9	1.2669	0.031	332618708717554
104	8.38	9	1.26159	0.014	332618708717554
105	8.402	8	1.24836	0.022	332618708717554
106	8.434	8	1.21517	0.032	332618708717554
107	8.449	8	1.20433	0.015	332618708717554
108	8.465	8	1.18016	0.016	332618708717554
109	8.492	8	1.16101	0.027	332618708717554
110	8.526	8	1.1137	0.034	332618708717554
111	8.544	8	1.084	0.018	332618708717554
112	8.575	8	1.05753	0.031	332618708717554
113	8.595	8	1.03488	0.02	332618708717554
114	8.612	8	1.01856	0.017	332618708717554
115	8.631	8	1.01333	0.019	332618708717554
116	8.652	8	0.960675	0.021	332618708717554
117	8.665	8	0.948037	0.013	332618708717554
118	8.673	8	0.933312	0.008	332618708717554
119	8.701	8	0.885776	0.028	332618708717554
120	8.723	8	0.846919	0.022	332618708717554
121	8.747	8	0.8056	0.024	332618708717554
122	8.766	8	0.780541	0.019	332618708717554
123	8.782	8	0.75926	0.016	332618708717554
124	8.793	8	0.742395	0.011	332618708717554
125	8.797	7	0.715396	0.004	332618708717554
126	8.808	7	0.713538	0.011	332618708717554
127	8.826	7	0.657057	0.018	332618708717554
128	8.845	7	0.620464	0.019	332618708717554
129	8.855	7	0.586494	0.01	332618708717554
130	8.86	7	0.586856	0.005	332618708717554
131	8.866	7	0.567489	0.006	332618708717554
132	8.878	7	0.569312	0.012	332618708717554
133	8.887	7	0.537802	0.009	332618708717554
134	8.889	7	0.521228	0.002	332618708717554
135	8.898	7	0.525924	0.009	332618708717554
136	8.905	7	0.489872	0.007	332618708717554
137	8.906	7	0.493117	0.001	332618708717554
138	8.905	7	0.497971	-0.001	332618708717554
139	8.903	7	0.546435	-0.002	332618708717554
140	8.919	7	0.470573	0.016	332618708717554
141	8.923	7	0.457243	0.004	332618708717554
142	8.936	7	0.424151	0.013	332618708717554
143	8.935	6	0.421634	-0.001	332618708717554
144	8.942	6	0.405754	0.007	332618708717554
145	8.948	6	0.370535	0.006	332618708717554
146	8.948	5	0.378545	0	332618708717554
147	8.952	5	0.358742	0.004	332618708717554
148	8.956	5	0.37157	0.004	332618708717554
149	8.961	5	0.3626	0.005	332618708717554
150	8.962	5	0.380205	0.001	332618708717554
151	8.968	5	0.314605	0.006	332618708717554
152	8.967	5	0.314501	-0.001	332618708717554
153	8.968	5	0.333131	0.001	332618708717554
154	8.97	5	0.301828	0.002	332618708717554
155	8.968	5	0.3098	-0.002	332618708717554
156	8.967	5	0.35201	-0.001	332618708717554
157	8.968	5	0.353519	0.001	332618708717554
158	8.974	5	0.281645	0.006	332618708717554
159	8.977	5	0.27472	0.003	332618708717554
160	8.976	5	0.281823	-0.001	332618708717554
161	8.979	5	0.273055	0.003	332618708717554
162	8.981	5	0.263892	0.002	332618708717554
163	8.98	5	0.299333	-0.001	332618708717554
164	8.981	5	0.275025	0.001	332618708717554
165	8.982	5	0.252341	0.001	332618708717554
166	8.982	5	0.271433	0	332618708717554
167	8.983	5	0.26965	0.001	332618708717554
168	8.984	5	0.260277	0.001	332618708717554
169	8.985	5	0.254509	0.001	332618708717554
170	8.981	5	0.292641	-0.004	332618708717554
171	8.985	5	0.242436	0.004	332618708717554
172	8.988	5	0.211792	0.003	332618708717554
173	8.989	4	0.252743	0.001	332618708717554
174	8.988	4	0.254668	-0.001	332618708717554
175	8.991	4	0.216608	0.003	332618708717554
