Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	3712396145837594
1	0.189	6	0.449754	0.189	3712396145837594
2	0.381	8	0.657905	0.192	3712396145837594
3	0.599	8	0.847466	0.218	3712396145837594
4	0.813	9	1.01589	0.214	3712396145837594
5	1.059	11	1.19479	0.246	3712396145837594
6	1.318	11	1.35014	0.259	3712396145837594
7	1.571	12	1.51161	0.253	3712396145837594
8	1.852	13	1.68199	0.281	3712396145837594
9	2.147	14	1.86075	0.295	3712396145837594
10	2.453	15	2.03858	0.306	3712396145837594
11	2.772	15	2.1767	0.319	3712396145837594
12	3.103	17	2.34145	0.331	3712396145837594
13	3.471	19	2.52867	0.368	3712396145837594
14	3.807	21	2.70975	0.336	3712396145837594
15	4.14	20	2.82726	0.333	3712396145837594
16	4.488	19	2.95175	0.348	3712396145837594
17	4.914	21	3.12163	0.426	3712396145837594
18	5.327	22	3.26926	0.413	3712396145837594
19	5.799	22	3.39803	0.472	3712396145837594
20	6.22	22	3.53435	0.421	3712396145837594
21	6.678	23	3.67945	0.458	3712396145837594
22	7.132	25	3.84624	0.454	3712396145837594
23	7.526	24	3.95554	0.394	3712396145837594
24	7.964	26	4.11129	0.438	3712396145837594
25	8.455	27	4.21865	0.491	3712396145837594
26	8.935	27	4.37605	0.48	3712396145837594
27	9.456	28	4.48587	0.521	3712396145837594
28	10.045	29	4.62871	0.589	3712396145837594
29	10.561	30	4.73089	0.516	3712396145837594
30	11.05	30	4.86318	0.489	3712396145837594
31	11.558	31	4.96131	0.508	3712396145837594
32	12.149	32	5.04627	0.591	3712396145837594
33	12.664	32	5.20501	0.515	3712396145837594
34	13.183	34	5.28011	0.519	3712396145837594
35	13.727	33	5.384	0.544	3712396145837594
36	14.353	34	5.46675	0.626	3712396145837594
37	14.905	35	5.56165	0.552	3712396145837594
38	15.458	38	5.60234	0.553	3712396145837594
39	15.97	37	5.66093	0.512	3712396145837594
40	16.464	38	5.77726	0.494	3712396145837594
41	17.016	39	5.82003	0.552	3712396145837594
42	17.568	40	5.90046	0.552	3712396145837594
43	18.149	41	5.96639	0.581	3712396145837594
44	18.651	41	6.01699	0.502	3712396145837594
45	19.218	42	6.07515	0.567	3712396145837594
46	19.804	43	6.13185	0.586	3712396145837594
47	20.314	43	6.21413	0.51	3712396145837594
48	20.85	43	6.1724	0.536	3712396145837594
49	21.437	45	6.18668	0.587	3712396145837594
50	21.944	46	6.26226	0.507	3712396145837594
51	22.577	47	6.32875	0.633	3712396145837594
52	23.17	48	6.34674	0.593	3712396145837594
53	23.688	48	6.37179	0.518	3712396145837594
54	24.29	47	6.45236	0.602	3712396145837594
55	24.919	47	6.43439	0.629	3712396145837594
56	25.454	49	6.45731	0.535	3712396145837594
57	25.93	46	6.52212	0.476	3712396145837594
58	26.474	46	6.55174	0.544	3712396145837594
59	27.047	46	6.62033	0.573	3712396145837594
60	27.524	49	6.62204	0.477	3712396145837594
61	28.09	49	6.68183	0.566	3712396145837594
62	28.586	51	6.75097	0.496	3712396145837594
63	29.199	51	6.74695	0.613	3712396145837594
64	29.682	51	6.803	0.483	3712396145837594
65	30.229	50	6.7614	0.547	3712396145837594
66	30.762	51	6.86078	0.533	3712396145837594
67	31.37	50	6.83441	0.608	3712396145837594
68	31.948	51	6.87418	0.578	3712396145837594
69	32.409	50	6.92898	0.461	3712396145837594
70	32.828	51	6.92802	0.419	3712396145837594
71	33.412	49	6.97648	0.584	3712396145837594
72	33.995	49	6.92113	0.583	3712396145837594
73	34.38	49	6.92702	0.385	3712396145837594
74	34.976	50	6.93372	0.596	3712396145837594
75	35.561	49	6.96637	0.585	3712396145837594
76	36.088	50	7.00866	0.527	3712396145837594
77	36.62	50	7.05086	0.532	3712396145837594
78	37.152	50	7.02025	0.532	3712396145837594
79	37.737	50	7.0211	0.585	3712396145837594
80	38.161	50	7.06053	0.424	3712396145837594
81	38.666	52	7.03075	0.505	3712396145837594
82	39.276	52	6.99263	0.61	3712396145837594
83	39.768	51	7.06429	0.492	3712396145837594
84	40.13	52	7.11443	0.362	3712396145837594
85	40.649	51	7.17578	0.519	3712396145837594
86	41.161	51	7.24756	0.512	3712396145837594
87	41.599	49	7.29515	0.438	3712396145837594
88	42.03	50	7.27778	0.431	3712396145837594
89	42.556	53	7.27014	0.526	3712396145837594
90	42.985	50	7.26937	0.429	3712396145837594
91	43.516	52	7.25822	0.531	3712396145837594
92	44.033	52	7.3505	0.517	3712396145837594
93	44.608	49	7.34332	0.575	3712396145837594
94	45.111	49	7.39308	0.503	3712396145837594
95	45.706	50	7.46288	0.595	3712396145837594
96	46.202	50	7.4013	0.496	3712396145837594
97	46.694	51	7.41737	0.492	3712396145837594
98	47.229	51	7.46897	0.535	3712396145837594
99	47.694	51	7.47732	0.465	3712396145837594
100	48.205	51	7.51891	0.511	3712396145837594
101	48.761	52	7.54333	0.556	3712396145837594
102	49.302	53	7.6155	0.541	3712396145837594
103	49.815	53	7.57725	0.513	3712396145837594
104	50.316	53	7.60198	0.501	3712396145837594
105	50.804	54	7.59458	0.488	3712396145837594
106	51.268	52	7.5558	0.464	3712396145837594
107	51.783	56	7.53305	0.515	3712396145837594
108	52.279	56	7.57372	0.496	3712396145837594
109	52.696	56	7.48983	0.417	3712396145837594
110	53.117	52	7.55303	0.421	3712396145837594
111	53.582	52	7.57174	0.465	3712396145837594
112	54.046	52	7.52056	0.464	3712396145837594
113	54.556	51	7.55638	0.51	3712396145837594
114	54.938	51	7.5134	0.382	3712396145837594
115	55.435	51	7.53457	0.497	3712396145837594
116	55.801	52	7.57822	0.366	3712396145837594
117	56.246	51	7.58146	0.445	3712396145837594
118	56.711	52	7.67864	0.465	3712396145837594
119	57.158	52	7.7619	0.447	3712396145837594
120	57.62	51	7.7513	0.462	3712396145837594
121	57.99	51	7.70752	0.37	3712396145837594
122	58.483	51	7.67989	0.493	3712396145837594
123	58.94	53	7.6882	0.457	3712396145837594
124	59.394	51	7.75879	0.454	3712396145837594
125	59.927	52	7.82807	0.533	3712396145837594
126	60.422	53	7.84576	0.495	3712396145837594
127	60.931	52	7.89812	0.509	3712396145837594
128	61.324	52	7.9201	0.393	3712396145837594
129	61.783	52	7.99099	0.459	3712396145837594
130	62.239	52	7.96636	0.456	3712396145837594
131	62.738	53	8.02137	0.499	3712396145837594
132	63.179	52	8.08876	0.441	3712396145837594
133	63.72	52	8.04298	0.541	3712396145837594
134	64.173	51	8.00063	0.453	3712396145837594
135	64.56	52	8.04129	0.387	3712396145837594
136	65.028	51	8.02535	0.468	3712396145837594
137	65.434	53	8.07079	0.406	3712396145837594
138	65.861	53	8.04299	0.427	3712396145837594
139	66.285	54	8.11534	0.424	3712396145837594
140	66.646	55	8.21625	0.361	3712396145837594
141	67.045	56	8.35506	0.399	3712396145837594
142	67.499	57	8.24203	0.454	3712396145837594
143	67.866	58	8.29096	0.367	3712396145837594
144	68.356	59	8.39757	0.49	3712396145837594
145	68.813	56	8.41576	0.457	3712396145837594
146	69.227	57	8.44657	0.414	3712396145837594
147	69.609	55	8.43991	0.382	3712396145837594
148	70.054	53	8.48034	0.445	3712396145837594
149	70.395	53	8.48387	0.341	3712396145837594
150	70.832	54	8.51192	0.437	3712396145837594
