Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	3761195744918538
1	0.501	6	0.711336	0.501	3761195744918538
2	1.009	9	1.00296	0.508	3761195744918538
3	1.515	10	1.22873	0.506	3761195744918538
4	2.019	11	1.42325	0.504	3761195744918538
5	2.537	12	1.59957	0.518	3761195744918538
6	3.026	14	1.74938	0.489	3761195744918538
7	3.521	17	1.88694	0.495	3761195744918538
8	4.02	19	2.02475	0.499	3761195744918538
9	4.528	19	2.14225	0.508	3761195744918538
10	5.051	18	2.24196	0.523	3761195744918538
11	5.566	19	2.34662	0.515	3761195744918538
12	6.052	19	2.43973	0.486	3761195744918538
13	6.548	18	2.5139	0.496	3761195744918538
14	7.055	19	2.63818	0.507	3761195744918538
15	7.556	20	2.75896	0.501	3761195744918538
16	8.055	21	2.8339	0.499	3761195744918538
17	8.572	21	2.93612	0.517	3761195744918538
18	9.077	21	3.02044	0.505	3761195744918538
19	9.568	22	3.09102	0.491	3761195744918538
20	10.061	22	3.16074	0.493	3761195744918538
21	10.573	23	3.22919	0.512	3761195744918538
22	11.092	24	3.33789	0.519	3761195744918538
23	11.539	25	3.4184	0.447	3761195744918538
24	12.07	26	3.48139	0.531	3761195744918538
25	12.564	27	3.53792	0.494	3761195744918538
26	13.052	26	3.58068	0.488	3761195744918538
27	13.541	27	3.64984	0.489	3761195744918538
28	14.027	27	3.73608	0.486	3761195744918538
29	14.53	28	3.818	0.503	3761195744918538
30	15.056	30	3.88907	0.526	3761195744918538
31	15.56	29	3.94036	0.504	3761195744918538
32	16.061	31	4.00328	0.501	3761195744918538
33	16.585	31	4.08066	0.524	3761195744918538
34	17.116	32	4.15735	0.531	3761195744918538
35	17.615	31	4.15653	0.499	3761195744918538
36	18.141	31	4.18511	0.526	3761195744918538
37	18.545	31	4.26544	0.404	3761195744918538
38	19.017	33	4.27676	0.472	3761195744918538
39	19.519	33	4.27991	0.502	3761195744918538
40	20.026	34	4.36982	0.507	3761195744918538
41	20.571	33	4.42617	0.545	3761195744918538
42	21.063	34	4.49355	0.492	3761195744918538
43	21.548	36	4.51538	0.485	3761195744918538
44	22.138	37	4.56234	0.59	3761195744918538
45	22.719	37	4.66669	0.581	3761195744918538
46	23.135	36	4.74434	0.416	3761195744918538
47	23.559	36	4.76073	0.424	3761195744918538
48	24.115	38	4.87983	0.556	3761195744918538
49	24.648	37	4.9539	0.533	3761195744918538
50	25.166	37	4.96321	0.518	3761195744918538
51	25.619	38	5.00768	0.453	3761195744918538
52	26.1	38	5.08498	0.481	3761195744918538
53	26.532	39	5.04925	0.432	3761195744918538
54	27.141	39	5.11215	0.609	3761195744918538
55	27.69	40	5.23229	0.549	3761195744918538
56	28.18	42	5.32396	0.49	3761195744918538
57	28.633	42	5.32497	0.453	3761195744918538
58	29.139	43	5.38616	0.506	3761195744918538
59	29.67	44	5.47367	0.531	3761195744918538
60	30.157	45	5.53348	0.487	3761195744918538
61	30.684	45	5.60082	0.527	3761195744918538
62	31.181	42	5.63908	0.497	3761195744918538
63	31.684	44	5.69176	0.503	3761195744918538
64	32.226	45	5.70429	0.542	3761195744918538
65	32.766	45	5.71535	0.54	3761195744918538
66	33.257	46	5.81076	0.491	3761195744918538
67	33.777	46	5.82849	0.52	3761195744918538
68	34.363	46	5.79208	0.586	3761195744918538
69	34.91	46	5.91083	0.547	3761195744918538
70	35.387	47	5.94922	0.477	3761195744918538
71	35.894	47	5.97476	0.507	3761195744918538
72	36.401	48	6.08187	0.507	3761195744918538
73	36.854	47	6.1317	0.453	3761195744918538
74	37.345	47	6.20209	0.491	3761195744918538
75	37.865	48	6.22284	0.52	3761195744918538
76	38.259	51	6.32139	0.394	3761195744918538
77	38.785	50	6.36834	0.526	3761195744918538
78	39.356	50	6.42271	0.571	3761195744918538
79	39.844	51	6.52615	0.488	3761195744918538
80	40.303	51	6.52228	0.459	3761195744918538
81	40.834	50	6.52138	0.531	3761195744918538
82	41.308	50	6.53239	0.474	3761195744918538
83	41.849	49	6.54135	0.541	3761195744918538
84	42.261	48	6.56315	0.412	3761195744918538
85	42.766	47	6.56873	0.505	3761195744918538
86	43.231	48	6.58852	0.465	3761195744918538
87	43.752	46	6.61374	0.521	3761195744918538
88	44.243	47	6.66783	0.491	3761195744918538
89	44.708	49	6.69147	0.465	3761195744918538
90	45.166	49	6.73628	0.458	3761195744918538
91	45.646	51	6.80395	0.48	3761195744918538
92	46.167	52	6.89682	0.521	3761195744918538
93	46.671	51	6.85002	0.504	3761195744918538
94	47.139	53	6.91554	0.468	3761195744918538
95	47.64	52	6.90763	0.501	3761195744918538
96	48.184	53	6.9807	0.544	3761195744918538
97	48.762	55	7.09995	0.578	3761195744918538
98	49.271	55	7.05582	0.509	3761195744918538
99	49.686	57	7.09044	0.415	3761195744918538
100	50.166	56	7.11923	0.48	3761195744918538
101	50.59	55	7.19596	0.424	3761195744918538
102	51.077	54	7.21638	0.487	3761195744918538
103	51.555	55	7.20423	0.478	3761195744918538
104	52.04	56	7.22665	0.485	3761195744918538
105	52.565	57	7.2638	0.525	3761195744918538
106	53.112	59	7.28817	0.547	3761195744918538
107	53.492	60	7.38159	0.38	3761195744918538
108	54.099	57	7.41412	0.607	3761195744918538
109	54.579	53	7.39992	0.48	3761195744918538
110	55.197	53	7.46198	0.618	3761195744918538
111	55.635	52	7.47381	0.438	3761195744918538
112	56.155	54	7.50526	0.52	3761195744918538
113	56.597	54	7.48021	0.442	3761195744918538
114	57.133	54	7.41008	0.536	3761195744918538
115	57.717	54	7.45419	0.584	3761195744918538
116	58.219	54	7.43196	0.502	3761195744918538
117	58.77	55	7.42786	0.551	3761195744918538
118	59.249	56	7.48251	0.479	3761195744918538
119	59.755	57	7.53472	0.506	3761195744918538
120	60.435	57	7.5826	0.68	3761195744918538
121	60.948	60	7.59995	0.513	3761195744918538
122	61.406	59	7.66806	0.458	3761195744918538
123	61.849	59	7.73345	0.443	3761195744918538
124	62.328	57	7.62144	0.479	3761195744918538
125	62.784	58	7.65665	0.456	3761195744918538
126	63.31	56	7.60677	0.526	3761195744918538
127	63.729	55	7.6504	0.419	3761195744918538
128	64.371	57	7.74941	0.642	3761195744918538
129	64.811	58	7.70612	0.44	3761195744918538
130	65.221	54	7.73693	0.41	3761195744918538
131	65.636	54	7.81975	0.415	3761195744918538
132	66.045	55	7.8376	0.409	3761195744918538
133	66.376	58	7.88731	0.331	3761195744918538
134	66.848	56	7.8583	0.472	3761195744918538
135	67.401	56	7.86989	0.553	3761195744918538
136	67.886	59	7.93272	0.485	3761195744918538
137	68.262	57	7.97574	0.376	3761195744918538
138	68.634	58	8.03511	0.372	3761195744918538
139	69.218	59	8.11132	0.584	3761195744918538
140	69.624	60	8.09059	0.406	3761195744918538
141	70.093	60	8.11439	0.469	3761195744918538
142	70.579	60	8.268	0.486	3761195744918538
143	71.033	60	8.25499	0.454	3761195744918538
144	71.531	59	8.2593	0.498	3761195744918538
145	71.913	60	8.30087	0.382	3761195744918538
146	72.361	60	8.29594	0.448	3761195744918538
147	72.82	58	8.33166	0.459	3761195744918538
148	73.391	56	8.2947	0.571	3761195744918538
149	73.961	54	8.28399	0.57	3761195744918538
150	74.502	54	8.28758	0.541	3761195744918538
151	75.169	53	8.31604	0.667	3761195744918538
152	75.659	53	8.35773	0.49	3761195744918538
153	76.07	53	8.29772	0.411	3761195744918538
154	76.575	51	8.37128	0.505	3761195744918538
155	77.153	51	8.43253	0.578	3761195744918538
156	77.639	50	8.45492	0.486	3761195744918538
157	77.983	49	8.45557	0.344	3761195744918538
158	78.516	47	8.41533	0.533	3761195744918538
159	78.986	47	8.37644	0.47	3761195744918538
160	79.435	46	8.30896	0.449	3761195744918538
161	79.886	45	8.24457	0.451	3761195744918538
162	80.442	45	8.19205	0.556	3761195744918538
163	80.954	44	8.30469	0.512	3761195744918538
164	81.474	44	8.299	0.52	3761195744918538
165	81.979	44	8.41151	0.505	3761195744918538
166	82.527	44	8.40299	0.548	3761195744918538
167	82.97	44	8.45583	0.443	3761195744918538
168	83.423	43	8.47284	0.453	3761195744918538
169	83.976	42	8.43584	0.553	3761195744918538
170	84.372	42	8.38133	0.396	3761195744918538
171	84.764	42	8.44549	0.392	3761195744918538
172	85.243	42	8.40595	0.479	3761195744918538
173	85.633	42	8.39567	0.39	3761195744918538
174	86.077	42	8.26299	0.444	3761195744918538
175	86.519	42	8.22992	0.442	3761195744918538
176	86.885	41	8.20602	0.366	3761195744918538
177	87.312	41	8.23733	0.427	3761195744918538
178	87.616	41	8.26393	0.304	3761195744918538
179	88.008	41	8.30806	0.392	3761195744918538
180	88.434	41	8.24686	0.426	3761195744918538
181	88.845	40	8.14586	0.411	3761195744918538
182	89.267	40	8.04554	0.422	3761195744918538
183	89.687	40	7.9658	0.42	3761195744918538
184	90.046	40	7.95694	0.359	3761195744918538
185	90.391	40	7.97465	0.345	3761195744918538
186	90.763	40	7.89074	0.372	3761195744918538
187	91.161	40	7.80122	0.398	3761195744918538
188	91.534	39	7.67052	0.373	3761195744918538
189	91.892	39	7.59627	0.358	3761195744918538
190	92.223	39	7.49495	0.331	3761195744918538
191	92.545	37	7.36166	0.322	3761195744918538
192	92.807	36	7.25291	0.262	3761195744918538
193	93.117	35	7.16466	0.31	3761195744918538
194	93.396	35	6.98063	0.279	3761195744918538
195	93.644	34	6.91753	0.248	3761195744918538
196	93.966	33	6.79499	0.322	3761195744918538
197	94.235	32	6.6537	0.269	3761195744918538
198	94.507	32	6.47973	0.272	3761195744918538
199	94.777	32	6.31959	0.27	3761195744918538
200	95	32	6.13351	0.223	3761195744918538
201	95.153	32	6.06124	0.153	3761195744918538
202	95.459	31	5.80838	0.306	3761195744918538
203	95.655	31	5.73236	0.196	3761195744918538
204	95.825	31	5.60664	0.17	3761195744918538
205	95.995	30	5.46425	0.17	3761195744918538
206	96.235	30	5.26154	0.24	3761195744918538
207	96.434	30	5.06218	0.199	3761195744918538
208	96.601	29	4.94932	0.167	3761195744918538
209	96.776	27	4.69402	0.175	3761195744918538
210	96.959	27	4.53733	0.183	3761195744918538
211	97.146	27	4.31366	0.187	3761195744918538
212	97.262	27	4.27158	0.116	3761195744918538
213	97.363	27	4.03587	0.101	3761195744918538
214	97.472	26	4.00365	0.109	3761195744918538
215	97.574	26	3.91005	0.102	3761195744918538
216	97.664	26	3.77956	0.09	3761195744918538
217	97.743	25	3.72222	0.079	3761195744918538
218	97.832	25	3.5589	0.089	3761195744918538
219	97.979	25	3.30266	0.147	3761195744918538
220	98.05	25	3.28808	0.071	3761195744918538
221	98.102	22	3.21988	0.052	3761195744918538
222	98.189	22	3.04553	0.087	3761195744918538
223	98.222	22	2.98558	0.033	3761195744918538
224	98.297	22	2.86998	0.075	3761195744918538
225	98.364	22	2.65867	0.067	3761195744918538
226	98.412	22	2.62607	0.048	3761195744918538
227	98.471	21	2.57238	0.059	3761195744918538
228	98.505	21	2.4613	0.034	3761195744918538
229	98.568	20	2.24508	0.063	3761195744918538
230	98.61	20	2.20293	0.042	3761195744918538
231	98.662	20	2.12268	0.052	3761195744918538
232	98.696	19	1.98307	0.034	3761195744918538
233	98.708	19	1.95467	0.012	3761195744918538
234	98.721	19	1.87621	0.013	3761195744918538
235	98.744	19	1.9221	0.023	3761195744918538
236	98.771	19	1.77864	0.027	3761195744918538
237	98.793	19	1.81773	0.022	3761195744918538
238	98.807	18	1.681	0.014	3761195744918538
239	98.828	17	1.65149	0.021	3761195744918538
240	98.846	17	1.59194	0.018	3761195744918538
241	98.856	17	1.5525	0.01	3761195744918538
242	98.869	17	1.44632	0.013	3761195744918538
243	98.878	17	1.45434	0.009	3761195744918538
244	98.893	16	1.24882	0.015	3761195744918538
245	98.9	15	1.33566	0.007	3761195744918538
246	98.905	15	1.42688	0.005	3761195744918538
247	98.918	15	1.31502	0.013	3761195744918538
248	98.925	15	1.13154	0.007	3761195744918538
249	98.934	15	1.23233	0.009	3761195744918538
