"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"1"	0	0	1	"r0"	NA
"2"	1	0.1571	5	"r0"	0.1571
"3"	2	0.427	7	"r0"	0.2699
"4"	3	0.7443	7	"r0"	0.3173
"5"	4	1.0394	8	"r0"	0.2951
"6"	5	1.2865	8	"r0"	0.2471
"7"	6	1.4851	8	"r0"	0.1986
"8"	7	1.6502	8	"r0"	0.1651
"9"	8	1.7958	8	"r0"	0.1456
"10"	9	1.9246	10	"r0"	0.1288
"11"	10	2.0434	10	"r0"	0.1188
"12"	11	2.1514	10	"r0"	0.108
"13"	12	2.2591	10	"r0"	0.1077
"14"	13	2.3713	10	"r0"	0.1122
"15"	14	2.4742	10	"r0"	0.1029
"16"	15	2.5807	10	"r0"	0.1065
"17"	16	2.6828	10	"r0"	0.1021
"18"	17	2.7828	10	"r0"	0.1
"19"	18	2.8865	10	"r0"	0.1037
"20"	19	2.9843	10	"r0"	0.0978000000000003
"21"	20	3.0914	10	"r0"	0.1071
"22"	21	3.1942	10	"r0"	0.1028
"23"	22	3.3008	10	"r0"	0.1066
"24"	23	3.4008	10	"r0"	0.0999999999999996
"25"	24	3.4961	10	"r0"	0.0953000000000004
"26"	25	3.5975	9	"r0"	0.1014
"27"	26	3.6955	9	"r0"	0.0979999999999999
"28"	27	3.7919	9	"r0"	0.0964
"29"	28	3.8862	9	"r0"	0.0943000000000001
"30"	29	3.9834	9	"r0"	0.0972
"31"	30	4.0739	9	"r0"	0.0905
"32"	31	4.1696	9	"r0"	0.0956999999999999
"33"	32	4.2692	9	"r0"	0.0995999999999997
"34"	33	4.3629	9	"r0"	0.0937000000000001
"35"	34	4.4665	9	"r0"	0.1036
"36"	35	4.5708	9	"r0"	0.1043
"37"	36	4.6688	9	"r0"	0.0979999999999999
"38"	37	4.7596	9	"r0"	0.0907999999999998
"39"	38	4.8545	9	"r0"	0.0949
"40"	39	4.9408	9	"r0"	0.0863000000000005
"41"	40	5.0406	9	"r0"	0.0998000000000001
"42"	41	5.1385	9	"r0"	0.0978999999999992
"43"	42	5.2241	9	"r0"	0.0856000000000003
"44"	43	5.3171	9	"r0"	0.093
"45"	44	5.4066	9	"r0"	0.0895000000000001
"46"	45	5.4947	9	"r0"	0.0880999999999998
"47"	46	5.5862	9	"r0"	0.0914999999999999
"48"	47	5.674	9	"r0"	0.0878000000000005
"49"	48	5.7612	9	"r0"	0.0871999999999993
"50"	49	5.8587	9	"r0"	0.0975000000000001
"51"	50	5.9393	9	"r0"	0.0806000000000004
"52"	51	6.0242	9	"r0"	0.0849000000000002
"53"	52	6.1091	9	"r0"	0.0848999999999993
"54"	53	6.1805	9	"r0"	0.0714000000000006
"55"	54	6.2554	9	"r0"	0.0748999999999995
"56"	55	6.3335	9	"r0"	0.0781000000000001
"57"	56	6.4174	9	"r0"	0.0838999999999999
"58"	57	6.4976	9	"r0"	0.0802000000000005
"59"	58	6.571	9	"r0"	0.0733999999999995
"60"	59	6.6504	9	"r0"	0.0794000000000006
"61"	60	6.7327	9	"r0"	0.0823
"62"	61	6.8055	9	"r0"	0.0728
"63"	62	6.8871	9	"r0"	0.0815999999999999
"64"	63	6.964	9	"r0"	0.0769000000000002
"65"	64	7.0332	9	"r0"	0.0691999999999995
"66"	65	7.1023	9	"r0"	0.0690999999999997
"67"	66	7.162	9	"r0"	0.0597000000000003
"68"	67	7.2257	9	"r0"	0.0636999999999999
"69"	68	7.2857	9	"r0"	0.0600000000000005
"70"	69	7.3502	9	"r0"	0.0644999999999998
"71"	70	7.4166	9	"r0"	0.0663999999999998
"72"	71	7.4682	9	"r0"	0.0516000000000005
"73"	72	7.5209	9	"r0"	0.0526999999999997
"74"	73	7.5728	9	"r0"	0.0518999999999998
"75"	74	7.6303	9	"r0"	0.0575000000000001
"76"	75	7.6786	9	"r0"	0.0483000000000002
"77"	76	7.7327	9	"r0"	0.0541
"78"	77	7.783	9	"r0"	0.0503
"79"	78	7.8403	9	"r0"	0.0572999999999997
"80"	79	7.8859	9	"r0"	0.0456000000000003
"81"	80	7.9282	9	"r0"	0.0423
"82"	81	7.9772	9	"r0"	0.0489999999999995
"83"	82	8.0199	9	"r0"	0.0427
"84"	83	8.0614	9	"r0"	0.041500000000001
"85"	84	8.098	9	"r0"	0.0366
"86"	85	8.1359	9	"r0"	0.0378999999999987
"87"	86	8.1704	9	"r0"	0.0345000000000013
"88"	87	8.1977	9	"r0"	0.0272999999999985
"89"	88	8.2345	9	"r0"	0.0368000000000013
"90"	89	8.2598	9	"r0"	0.0252999999999997
"91"	90	8.2923	9	"r0"	0.0324999999999989
"92"	91	8.3309	9	"r0"	0.0386000000000006
"93"	92	8.3599	9	"r0"	0.0289999999999999
"94"	93	8.387	9	"r0"	0.0271000000000008
"95"	94	8.4145	9	"r0"	0.0274999999999999
"96"	95	8.4469	9	"r0"	0.0323999999999991
"97"	96	8.4683	9	"r0"	0.0213999999999999
"98"	97	8.4934	9	"r0"	0.0251000000000001
"99"	98	8.52	9	"r0"	0.0266000000000002
"100"	99	8.5424	9	"r0"	0.0224000000000011
"101"	100	8.5629	9	"r0"	0.0205000000000002
"102"	101	8.5894	9	"r0"	0.0264999999999986
"103"	102	8.6118	9	"r0"	0.0224000000000011
"104"	103	8.6293	9	"r0"	0.0175000000000001
"105"	104	8.6496	9	"r0"	0.0202999999999989
"106"	105	8.6743	9	"r0"	0.0247000000000011
"107"	106	8.6895	8	"r0"	0.0152000000000001
"108"	107	8.7072	8	"r0"	0.0176999999999996
"109"	108	8.7224	8	"r0"	0.0152000000000001
"110"	109	8.735	8	"r0"	0.0125999999999991
"111"	110	8.7516	8	"r0"	0.0166000000000004
"112"	111	8.766	8	"r0"	0.0144000000000002
"113"	112	8.7762	8	"r0"	0.0101999999999993
"114"	113	8.7862	8	"r0"	0.00999999999999979
"115"	114	8.7971	8	"r0"	0.0109000000000012
"116"	115	8.8075	8	"r0"	0.0103999999999989
"117"	116	8.8187	8	"r0"	0.0112000000000005
"118"	117	8.8263	8	"r0"	0.00760000000000005
"119"	118	8.8379	8	"r0"	0.0115999999999996
"120"	119	8.8459	8	"r0"	0.0080000000000009
"121"	120	8.8547	8	"r0"	0.00879999999999903
"122"	121	8.862	8	"r0"	0.00730000000000075
"123"	122	8.8701	8	"r0"	0.00810000000000066
"124"	123	8.8772	8	"r0"	0.00709999999999944
"125"	124	8.8864	8	"r0"	0.00919999999999987
"126"	125	8.8936	8	"r0"	0.00719999999999921
"127"	126	8.8987	8	"r0"	0.00510000000000055
"128"	127	8.905	8	"r0"	0.00629999999999953
"129"	128	8.909	7	"r0"	0.00400000000000134
"130"	129	8.9143	7	"r0"	0.00530000000000008
"131"	130	8.9213	7	"r0"	0.00699999999999967
"132"	131	8.9243	6	"r0"	0.00300000000000011
"133"	132	8.9301	6	"r0"	0.00579999999999892
"134"	133	8.9339	6	"r0"	0.00380000000000003
"135"	134	8.9364	6	"r0"	0.00250000000000128
"136"	135	8.9383	6	"r0"	0.00189999999999912
"137"	136	8.9415	6	"r0"	0.00319999999999965
"138"	137	8.9451	6	"r0"	0.00360000000000049
"139"	138	8.9466	6	"r0"	0.00150000000000006
"140"	139	8.9494	6	"r0"	0.00280000000000058
"141"	140	8.9537	6	"r0"	0.00429999999999886
"142"	141	8.9545	6	"r0"	0.000799999999999912
"143"	142	8.9573	6	"r0"	0.00280000000000058
"144"	143	8.9586	6	"r0"	0.00130000000000052
"145"	144	8.961	6	"r0"	0.00239999999999974
"146"	145	8.9627	6	"r0"	0.00169999999999959
"147"	146	8.9651	6	"r0"	0.00239999999999974
"148"	147	8.9674	6	"r0"	0.00229999999999997
"149"	148	8.9686	6	"r0"	0.00120000000000076
"150"	149	8.9705	6	"r0"	0.00189999999999912
"151"	150	8.9718	6	"r0"	0.00130000000000052
"152"	151	8.9738	6	"r0"	0.00200000000000067
"153"	152	8.9752	6	"r0"	0.00139999999999851
"154"	153	8.976	6	"r0"	0.000800000000001688
