"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"155"	154	8.9779	6	"r0"	0.00189999999999912
"156"	155	8.9784	6	"r0"	0.000500000000000611
"157"	156	8.9806	6	"r0"	0.0022000000000002
"158"	157	8.9811	6	"r0"	0.000499999999998835
"159"	158	8.9818	6	"r0"	0.000700000000000145
"160"	159	8.9822	6	"r0"	0.000400000000000844
"161"	160	8.9825	6	"r0"	0.000299999999999301
"162"	161	8.9845	6	"r0"	0.00200000000000067
"163"	162	8.9855	6	"r0"	0.000999999999999446
"164"	163	8.9868	6	"r0"	0.00130000000000052
"165"	164	8.9879	6	"r0"	0.00109999999999921
"166"	165	8.9883	6	"r0"	0.000400000000000844
"167"	166	8.9889	6	"r0"	0.000599999999998602
