0	0	1	r2
1	0.0981	4	r2
2	0.1925	5	r2
3	0.278	6	r2
4	0.3536	6	r2
5	0.4219	6	r2
6	0.4861	6	r2
7	0.5459	7	r2
8	0.5955	7	r2
9	0.6442	8	r2
10	0.6899	8	r2
11	0.7304	9	r2
12	0.7747	9	r2
13	0.8207	9	r2
14	0.8665	9	r2
15	0.9144	10	r2
16	0.9593	10	r2
17	1.0033	10	r2
18	1.0589	10	r2
19	1.1081	10	r2
20	1.1636	10	r2
21	1.2241	10	r2
22	1.2873	10	r2
23	1.3415	10	r2
24	1.4076	10	r2
25	1.4804	10	r2
26	1.5521	10	r2
27	1.6267	10	r2
28	1.7108	10	r2
29	1.7996	10	r2
30	1.889	10	r2
31	1.9864	10	r2
32	2.0883	10	r2
33	2.1967	10	r2
34	2.3146	10	r2
35	2.4363	10	r2
36	2.5529	10	r2
37	2.6906	10	r2
38	2.8226	10	r2
39	2.9546	10	r2
40	3.0932	10	r2
41	3.2292	10	r2
42	3.3653	10	r2
43	3.5031	10	r2
44	3.6657	10	r2
45	3.8166	10	r2
46	3.9715	10	r2
47	4.1291	10	r2
48	4.281	10	r2
49	4.4316	10	r2
50	4.5875	10	r2
51	4.7287	10	r2
52	4.8625	10	r2
53	5.0141	10	r2
54	5.1518	10	r2
55	5.2942	10	r2
56	5.4355	10	r2
57	5.5701	10	r2
58	5.7182	10	r2
59	5.8465	10	r2
60	5.9634	10	r2
61	6.0811	10	r2
62	6.2112	10	r2
63	6.3076	10	r2
64	6.4186	10	r2
65	6.5231	10	r2
66	6.6442	10	r2
67	6.7627	10	r2
68	6.8608	10	r2
69	6.9486	10	r2
70	7.0342	10	r2
71	7.1147	10	r2
72	7.1961	10	r2
73	7.2767	10	r2
74	7.3513	10	r2
75	7.4215	10	r2
76	7.4943	10	r2
77	7.5575	10	r2
78	7.6239	10	r2
79	7.6837	10	r2
80	7.7486	10	r2
81	7.8058	10	r2
82	7.8612	10	r2
83	7.9031	10	r2
84	7.9447	10	r2
85	7.9967	10	r2
86	8.0379	10	r2
87	8.0776	10	r2
88	8.1195	10	r2
89	8.1593	10	r2
90	8.2052	10	r2
91	8.2514	10	r2
92	8.2889	10	r2
93	8.3213	10	r2
94	8.3549	10	r2
95	8.3863	10	r2
96	8.4078	10	r2
97	8.4313	10	r2
98	8.4599	10	r2
99	8.4864	10	r2
100	8.5169	10	r2
101	8.5434	10	r2
102	8.5718	10	r2
103	8.5936	10	r2
104	8.6155	10	r2
105	8.6304	10	r2
106	8.6498	10	r2
107	8.6703	10	r2
108	8.6859	10	r2
109	8.7068	10	r2
110	8.7257	10	r2
111	8.7374	10	r2
112	8.7503	10	r2
113	8.7626	10	r2
114	8.7757	10	r2
115	8.7884	10	r2
116	8.798	10	r2
117	8.8078	10	r2
118	8.8175	10	r2
119	8.8284	10	r2
120	8.8355	10	r2
121	8.843	10	r2
122	8.8528	10	r2
123	8.8607	10	r2
124	8.869	10	r2
125	8.8766	10	r2
126	8.8829	10	r2
127	8.887	10	r2
128	8.8933	10	r2
129	8.8975	10	r2
130	8.9028	10	r2
131	8.9087	10	r2
132	8.9164	10	r2
133	8.9208	10	r2
134	8.9242	10	r2
135	8.9288	10	r2
136	8.9334	10	r2
137	8.9385	10	r2
138	8.9419	10	r2
139	8.9455	10	r2
140	8.9488	10	r2
141	8.9516	10	r2
142	8.9547	10	r2
143	8.9578	9	r2
144	8.9605	9	r2
145	8.9623	9	r2
146	8.9641	9	r2
147	8.9663	9	r2
148	8.9658	9	r2
149	8.9683	9	r2
150	8.9698	9	r2
151	8.9718	9	r2
152	8.9735	9	r2
153	8.9756	9	r2
154	8.9765	9	r2
155	8.9776	9	r2
156	8.9785	8	r2
157	8.9801	8	r2
158	8.9814	7	r2
159	8.9826	7	r2
160	8.9836	7	r2
161	8.9839	7	r2
162	8.9855	7	r2
163	8.9857	7	r2
164	8.9864	7	r2
165	8.987	7	r2
166	8.9874	7	r2
167	7.5564	7	r2
168	8.6278	7	r2
169	8.6288	6	r2
170	8.6298	6	r2
171	8.6294	6	r2
172	8.6302	6	r2
173	8.6306	5	r2
174	8.6307	5	r2
175	8.6311	5	r2
176	0.3976	5	r2
177	4.6813	5	r2
178	6.834	5	r2
179	6.8327	5	r2
180	3.6028	5	r2
181	5.7532	5	r2
182	5.7538	5	r2
183	5.754	5	r2
184	5.0353	5	r2
185	5.3943	5	r2
186	5.3943	5	r2
187	3.2403	5	r2
188	3.5994	5	r2
189	3.239	5	r2
190	3.9567	5	r2
191	3.5969	5	r2
192	2.8782	5	r2
193	3.2374	5	r2
194	3.2374	5	r2
195	3.2374	5	r2
196	3.2376	5	r2
197	3.2375	5	r2
198	2.8776	5	r2
