1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.8512396694214875	.16528925619834717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.7218769209753432	.2814015436104092	.027320538214602848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.6098390063904093	.3584070771483455	.06976897775464694	.004515791440430224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.5131950702802931	.40473695139321064	.11855631957698087	.01537608325171283	.0007464118083355746	0	0	0	0	0	0	0	0	0	0	0	0	0
.4301621350089567	.42739417156985615	.16756436179991588	.032672480519416264	.003176876704899346	.00012337385261745038	0	0	0	0	0	0	0	0	0	0	0	0
.3591067071304366	.43214639378739245	.21274105566735227	.055456189885028054	.0081026542420473	.0006301243051040027	2039237233346288e-20	0	0	0	0	0	0	0	0	0	0	0
.29854295906496015	.42370025282128465	.25160615065880226	.08223639142992431	.016053197818357234	.0018753314340660447	.0001215115739869978	33706400551178326e-22	0	0	0	0	0	0	0	0	0	0
.2471282998185812	.40585762744275966	.28285095695390483	.11132533003984742	.027226913562158263	.0042477691812229205	.0004133518968749706	22953780210058627e-21	5571305876227825e-22	0	0	0	0	0	0	0	0	0
.20365702170601938	.38165454305014923	.3060177723556008	.14106672980213278	.04150729883749425	.008109353662110547	.0010535927391914072	8785258709058024e-20	4268264915093548e-21	920877004335178e-22	0	0	0	0	0	0	0	0
.16705259627784874	.3534836596989633	.3212461814382281	.16997697536410503	.05851543528082928	.013746299326189164	.002235796861196238	.0002488606175564275	1815288307987912e-20	7838870367481267e-22	1522110750967237e-23	0	0	0	0	0	0	0
.13635909171256605	.3232014587741631	.32907500769742604	.19682248942732003	.07767881605417469	.021336412747865102	.004171201173486637	.0005810931823642731	56573483754401685e-21	3667500695600167e-21	14252491577238674e-23	25158855387888224e-25	0	0	0	0	0	0
.11073209527971882	.29222133944293616	.33029016520217774	.22065172671780278	.09830326460025343	.030932929188153938	.007067766855055349	.0011831692089730918	.00014414543365783171	12470555346308318e-21	7274797393841456e-22	2569945889209078e-23	41584884938658236e-26	0	0	0	0	0
.08942944739607575	.26159388047778875	.32581000290287127	.2407960712956755	.11963971016368473	.042462987311362096	.011109687862940774	.0021730039236199984	.0003180613449217016	3442909846568284e-20	2680083645991317e-21	1421141103790867e-22	4601831482054825e-24	687353470060467e-25	0	0	0	0
.07180202744496053	.2320755258787439	.31660095674347244	.25685054529904655	.14094120329049847	.05573770678196785	.016439765192255384	.003680801972742413	.0006293515603504453	8183523862072219e-20	796980460024797e-20	5638861374041998e-22	2740606098792868e-23	8191435568819781e-25	11361214381164748e-27	0	0	0
.057284775000607	.2041869239745693	.3036174212525161	.2686425032569442	.16150809447387057	.07047048209891031	.023146184681786586	.005840158710056821	.0011427733858983696	.0001735547204606843	20301379123679148e-21	1796872330872861e-21	11651990696468505e-23	5227027137922771e-24	14506674561074e-23	18778866745726864e-28	0	0
.045388082455482495	.17826209774287397	.28776072613212117	.27619429811213086	.18072101513842756	.08630024112645952	.03125443261803398	.008778301603304029	.001935220855435927	.00033628926584438457	45938369539594156e-21	4883242915202962e-21	396103660996231e-21	23706543809987817e-24	987426956884401e-24	25576506113188325e-27	31039449166490696e-29	0
.035689655350652466	.15448955590381344	.2698529599193529	.2796841751893806	.19806239701857634	.10281682870708939	.04072441966099241	.01260647335363738	.0030927372036718376	.0006053746673686857	9460885036062385e-20	11743381849056165e-21	114393489503348e-20	8563530891272396e-23	47585512375754005e-25	1849776733749016e-25	44917417760764635e-28	5130487465535654e-29
.0278269040438808	.1329463755807201	.25062212925116406	.27940830123021576	.21312790693625452	.11958621866016322	.051452387210882085	.01741131962179467	.0047063690059190874	.0010249513810883482	.00018040262951090792	2561535097417517e-20	29134021533202174e-22	26189766624962827e-23	18202206614694185e-24	9439234845088492e-25	34397522815575194e-27	786109401744058e-27
.021489903845936218	.11362620253875585	.23069578695887494	.27574579998233884	.22562948761750584	.13617383377107553	.06327683980727711	.023247941547526074	.0068672107213502715	.0016474096455492547	.000322555931896216	5157526393596332e-20	6709616908619724e-21	7041908948503032e-22	5876770875485166e-23	3811565753327803e-24	18528795306923757e-26	6354708468521836e-27
.01641493959548693	.09646202780572584	.21060081411218642	.2691278856373833	.23539178146039447	.15216480124922596	.07598756440062811	.03013504424874403	.009661047239326455	.00253208509136187	.000546019036102673	971070379298455e-19	14224689574523948e-21	17074914456567444e-22	16635759311776145e-23	12955164229617015e-24	7876302877334754e-25	3603548788134299e-26
.012378634072096712	.08134451262541427	.19076750940822274	.2600116110741605	.24234364959231278	.16718045478575955	.08933673611365063	.03805238637317806	.013163013061510595	.0037432534803685654	.000881714450164901	.00017267732437750827	28131147122988128e-21	38019231008833735e-22	4236260386430173e-22	38512053863060466e-24	2811215977298559e-24	16086166121031276e-26
.00919264697665399	.06813654928134841	.17153653305294964	.24885833743486246	.2465063406604951	.18089079638472882	.10305114167499876	.04694053299658952	.017432657568912525	.005347536700891276	.0013664157299636457	.0002922627365283917	52425213181951876e-21	7879122064243506e-21	988387767687373e-21	10275735445290065e-23	8755988426450748e-24	6015956252118464e-25
.006698921818451771	.056684664871124515	.15316758029100044	.23611674988040363	.2479796549087503	.19302294675609072	.1168446483820353	.05670274724802373	.022509746414280978	.007410880992645658	.0020422068490167293	.00047377294244077165	9280407805107762e-20	1535600876628714e-20	21419906334525936e-22	2506962883102755e-22	2442818765067783e-23	19593728754201256e-25
