1	0	0	0	0	0	0	0	0	0	0	0	0	0
.9387755102040816	.10204081632653063	0	0	0	0	0	0	0	0	0	0	0	0
.8771345272802997	.19158683881715954	.010412328196584759	0	0	0	0	0	0	0	0	0	0	0
.8156125423930503	.26893556256321766	.029324516145483606	.0010624824690392612	0	0	0	0	0	0	0	0	0	0
.7547001188766097	.33449897056290395	.05492817531776032	.003989730087820899	.00010841657847339402	0	0	0	0	0	0	0	0	0
.6948409699428211	.3887876916253288	.08553492769909903	.009345951581053393	.0005088941438547065	11062916170754494e-21	0	0	0	0	0	0	0	0
.6364308006963083	.43239528181798026	.11958884141067537	.017481033121147793	.0014309543406171828	623135686352702e-19	1128868997015765e-21	0	0	0	0	0	0	0
.5798168626202902	.4659828425364751	.15567553158650352	.028555302488672267	.0031245803701399765	.00020446812494519004	7418281980389312e-21	11519071398120052e-23	0	0	0	0	0	0
.5252981631726612	.4902641634001285	.19252812368743252	.042564743095329836	.005838740269794079	.0005104816129432214	2782349417134482e-20	8651057703077916e-22	11754154487877607e-24	0	0	0	0	0
.4731262689620849	.5059915527529459	.2290303065394261	.05936614939352545	.009803771523699803	.0010738818072656305	7817466500117048e-20	3650792407794016e-21	9931061138737405e-23	11994035191711847e-25	0	0	0	0
.423506638096939	.5139424930278996	.2642167258324751	.07870177268881431	.015217479049862998	.0020053279882186878	.00018281922533808993	11400227643706172e-21	46571125215818255e-23	11259706506504997e-24	1223881142011413e-25	0	0	0
.37660041564088553	.5149072330225127	.2972709858786882	.10022306560710424	.022234739668598614	.003427894780748948	.0003757862010481258	29338268893808515e-21	16000272735672297e-22	58086897629831445e-24	126384460787301e-23	12488583081749116e-27	0	0
.3325266255803206	.5096774046016864	.3275215384554696	.12351319322414364	.030960358433256317	.005471536446027519	.0007013665839626717	6582227183283034e-20	4493396433834194e-21	21774706060393164e-23	7113191080513312e-24	14068771145154103e-26	12743452124233793e-28	0
