1	0	0	0	0	0	0	0	0	0	0	0	0
.9555555555555555	.0888888888888889	0	0	0	0	0	0	0	0	0	0	0
.9091358024691356	.16987654320987655	.007901234567901238	0	0	0	0	0	0	0	0	0	0
.861179698216735	.24278737997256516	.02265020576131688	.0007023319615912213	0	0	0	0	0	0	0	0	0
.8121144947416549	.30753946044810243	.0431934156378601	.00268446883097089	6242950769699746e-20	0	0	0	0	0	0	0	0
.7623520967332211	.36413928771020676	.06849123947907672	.006401799183728771	.00029827431455232116	5549289573066442e-21	0	0	0	0	0	0	0
.7122858129801798	.4126758951003027	.09753059666830376	.012192128315278654	.0008538198595893059	3181592688558093e-20	4932701842725727e-22	0	0	0	0	0	0
.6622875148432694	.4533143455088251	.12933633290017146	.020281694766911527	.0018982030082151913	.00010627506120152575	32994294548009857e-22	4384623860200647e-23	0	0	0	0	0
.6127052099387318	.4862887611211603	.1629812512713078	.030792484456921135	.003611932406633251	.00027013424012481716	12597511530785366e-21	33518013509089386e-23	3897443431289465e-24	0	0	0	0
.563861033447181	.5118950014538268	.19759475289415634	.04375062159821275	.006176505840725883	.0005786290428630795	3603465769006351e-20	14398888232263852e-22	3351801350908939e-23	3464394161146192e-25	0	0	0
.5160496541182472	.5304831042336658	.23237006971261345	.059095616191518256	.00976522176574084	.001100333397569685	8580281498841325e-20	4577484758488232e-21	16000304433253678e-23	33104210873174714e-25	30794614765743936e-27	0	0
.4695370870803844	.5424495990910088	.26657009293764455	.07669025181231683	.014535251864395327	.0019156359450774	.00017959332589474522	11993846632888488e-21	5596322021794973e-22	17384415441228156e-24	32368561742659725e-26	27372990902883503e-28	0
.4245599010283224	.5482297982968806	.299531819756847	.09633090435447579	.020621012567291368	.003114537032091556	.0003413570911226193	27399765430862823e-21	16001067198753307e-22	6634247336568772e-23	18544593048016832e-25	31387696235306404e-27	24331547469229783e-29
