1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.8888888888888888	.13888888888888895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.7862654320987654	.24691358024691368	.01929012345679014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.6920438957475994	.3281464334705077	.05144032921810704	.0026791838134430763	0	0	0	0	0	0	0	0	0	0	0	0	0
.6060349508459075	.3863740283493372	.0912262088477367	.009525986892242048	.0003721088629782052	0	0	0	0	0	0	0	0	0	0	0	0
.5279651221866585	.42508104034890537	.1344884121661672	.021127514331318084	.001653817168792023	5168178652475074e-20	0	0	0	0	0	0	0	0	0	0	0
.45749452415622677	.44744251360922493	.17799741324251556	.03741301950733952	.004403001090872513	.00027563619479867063	7178025906215384e-21	0	0	0	0	0	0	0	0	0	0
.39423284053861196	.45632321230649486	.21932546589720234	.057855574704349176	.009102374895828318	.0008563384906114949	4466327230534017e-20	996948042529915e-21	0	0	0	0	0	0	0	0	0
.33775354680358577	.45428282029454703	.25672709432051666	.08163620403137105	.016102709213823355	.0020241678585112255	.0001586088949662731	70894083024349515e-22	1384650059069327e-22	0	0	0	0	0	0	0	0
.2876064077061166	.44358585803119216	.2890290254360527	.10777475809423982	.025595654087241435	.004031341906847494	.0004219231811992899	28326863208427148e-21	11077200472554617e-22	19231250820407326e-24	0	0	0	0	0	0	0
.2433283107934594	.4262152908359077	.31553009294487244	.13523171478079715	.03760842720433549	.007126646896503548	.0009341645685946201	8374910579496844e-20	4918392397319171e-21	17094445173695402e-23	26710070583899074e-25	0	0	0	0	0	0
.20445251818207757	.4038889102158742	.3359113253787405	.16298491418070932	.05201393326517272	.011532240892811012	.0018178542103264063	.00020405210655596593	15998976145481078e-21	834986484308889e-21	26116513459812433e-24	37097320255415397e-26	0	0	0	0	0
.1705164353225169	.3780776775677673	.35015616802828775	.1900849985392008	.06855106095822952	.017424542241263604	.0032119024191095587	.00043341498570215176	42538688415303216e-21	2963564769773057e-21	13917471886266363e-23	3957047493910976e-24	51524055910299186e-27	0	0	0	0
.14106800702091035	.3500253247431347	.35848057683902346	.21569304812326764	.08685095558661347	.024920243169235377	.005263060378670048	.000830173693044482	9792637202863026e-20	8538564999733094e-21	5352071612493504e-22	2284576639062665e-23	5953890905190128e-25	71561188764304455e-28	0	0	0
.11567085833127767	.32076860694571774	.3612725565122544	.23910359634869638	.10646598822829818	.034067763860275824	.008116360396404834	.0014661926027429181	.0002021103834760791	2117585369370448e-20	16610168997848354e-22	9462513726823018e-23	3702059075857369e-24	8905392379557889e-26	993905399504229e-27	0	0
.093908301657088	.29115769881686393	.359040590188112	.2597558854858683	.12689894003302077	.044843945118719794	.011905448871766415	.0024249404135089302	.00038270331753487277	4684772829664318e-20	4414921781232471e-21	31470518978976913e-23	1643062563457754e-23	5933063065373853e-25	13252071993389722e-27	13804241659780963e-29	0
.07538633206138755	.26187631333991596	.35237031929494544	.27723589851264796	.14763059898242464	.05715543041923253	.016743587474350428	.0037984065075995273	.000675676680565665	9467302698293651e-20	10422262035912924e-21	8924651209388999e-22	5829757397079973e-23	28090466086136295e-25	9417943872385559e-26	1963269924946626e-27	19172557860806903e-30
.059735730906235705	.23346120466359174	.3418887746006996	.29127138194158436	.16814453415504432	.07084397724592262	.022715931799104912	.005683090803732538	.0011255281469198886	.00017770827789573282	22388473748415483e-21	22392193465455178e-22	1756955256986522e-22	10591199496969752e-24	473805883675183e-24	1482507385165859e-26	28971865211885987e-29
.04661339400933196	.2063207896990393	.32823542857218785	.30172176558275426	.18794827848398382	.08569483363460113	.02987351702770105	.008175362126890165	.0017848512900612056	.00031366436537540225	4452037028003929e-20	5095047008495428e-21	46688228765520814e-23	33803394625350503e-24	18917489080167494e-25	7897616841602423e-26	2316565725724903e-27
.035702994961099535	.18075268921788137	.3120393304784015	.3085645934173637	.2065905251601848	.10144729310276263	.03822920419257081	.011366508941914705	.002713288543084278	.0005254721047788574	8299662857860482e-20	10699346482899862e-21	11217129125782906e-22	9483967548275668e-23	6374276722635348e-24	3328795934353e-22	13028081813981062e-27
.026715087487147324	.15696004720275833	.2939015952216914	.31187980879409616	.2236742355308325	.11780657780268772	.04775568029817124	.01533780607114001	.003975897388430322	.0008416264844379508	.00014645981366463173	21006681039812264e-21	2480464053931163e-21	2399183306004731e-22	1882895424846332e-23	11808472922581214e-25	5781379403399707e-26
.019386743121832112	.1350665375750642	.27438254095316167	.3118329894996862	.23886577786540092	.1344562774178333	.058385468124549394	.020155897177191837	.005641003341695345	.0012962520730694835	.0002464955494005044	38945344376200564e-21	51157871276182805e-22	5572466081839581e-22	50026037268359284e-24	36631686333484033e-25	21539660751051433e-26
.013480812286765648	.1151300104738348	.25399280580213357	.30865840530251015	.2519003767159286	.1510706749603645	.07001279083048766	.025868751304199737	.007777648354087243	.0019288496527027695	.00039806035004964893	6871147166425896e-20	9940962871016776e-21	1204466696186381e-21	12176119624649834e-23	1019822738892875e-23	7002370724188467e-25
.008784888408407385	.09715476641095577	.2331878175759705	.3026425728326407	.26258426129060836	.16732640809668942	.08249705361314522	.03250239854257619	.010452768172196881	.0027837047307465333	.0006198185553732878	.00011608688557315319	18346213986045707e-21	2447944095466711e-21	2752359314841924e-22	25956917239049806e-24	20388534239457464e-25
.005110046184946681	.08110247637824032	.2123650394903665	.29410880992315963	.270793967149055	.18291303644260995	.09566764882115328	.04005859036822131	.013728246374789851	.003908960380263895	.0009343508483362424	.000188764636145036	32362925870104495e-21	4716390140379975e-21	5839253713219074e-22	6124339321240586e-23	5417441548930916e-24
