Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	1790599216416588
1	0.094	4	0.305228	0.094	1790599216416588
2	0.194	6	0.440867	0.1	1790599216416588
3	0.292	6	0.540126	0.098	1790599216416588
4	0.39	6	0.617981	0.098	1790599216416588
5	0.486	6	0.691234	0.096	1790599216416588
6	0.582	6	0.749184	0.096	1790599216416588
7	0.668	7	0.809182	0.086	1790599216416588
8	0.758	7	0.862227	0.09	1790599216416588
9	0.859	7	0.924186	0.101	1790599216416588
10	0.955	8	0.969523	0.096	1790599216416588
11	1.044	8	1.01097	0.089	1790599216416588
12	1.138	9	1.06393	0.094	1790599216416588
13	1.243	9	1.11622	0.105	1790599216416588
14	1.338	9	1.16908	0.095	1790599216416588
15	1.429	10	1.20705	0.091	1790599216416588
16	1.547	11	1.25888	0.118	1790599216416588
17	1.661	10	1.29502	0.114	1790599216416588
18	1.769	10	1.3284	0.108	1790599216416588
19	1.883	10	1.36942	0.114	1790599216416588
20	1.967	11	1.39711	0.084	1790599216416588
21	2.068	11	1.4347	0.101	1790599216416588
22	2.177	11	1.48952	0.109	1790599216416588
23	2.28	11	1.52925	0.103	1790599216416588
24	2.365	12	1.56645	0.085	1790599216416588
25	2.489	12	1.59527	0.124	1790599216416588
26	2.581	11	1.61785	0.092	1790599216416588
27	2.693	12	1.66095	0.112	1790599216416588
28	2.796	12	1.69393	0.103	1790599216416588
29	2.896	13	1.71002	0.1	1790599216416588
30	3.006	12	1.74298	0.11	1790599216416588
31	3.117	13	1.77519	0.111	1790599216416588
32	3.212	13	1.78887	0.095	1790599216416588
33	3.306	12	1.82054	0.094	1790599216416588
34	3.408	13	1.85487	0.102	1790599216416588
35	3.518	14	1.88538	0.11	1790599216416588
36	3.604	14	1.92229	0.086	1790599216416588
37	3.706	14	1.96865	0.102	1790599216416588
38	3.803	14	1.98701	0.097	1790599216416588
39	3.892	14	2.01776	0.089	1790599216416588
40	3.989	15	2.0591	0.097	1790599216416588
41	4.098	15	2.09103	0.109	1790599216416588
42	4.216	16	2.10816	0.118	1790599216416588
43	4.33	16	2.11024	0.114	1790599216416588
44	4.427	15	2.1651	0.097	1790599216416588
45	4.544	15	2.17717	0.117	1790599216416588
46	4.64	14	2.17311	0.096	1790599216416588
47	4.747	15	2.20023	0.107	1790599216416588
48	4.829	15	2.22053	0.082	1790599216416588
49	4.933	16	2.26617	0.104	1790599216416588
50	4.977	16	2.25554	0.044	1790599216416588
51	5.066	15	2.26067	0.089	1790599216416588
52	5.161	16	2.29479	0.095	1790599216416588
53	5.286	17	2.31046	0.125	1790599216416588
54	5.378	18	2.32962	0.092	1790599216416588
55	5.496	19	2.35605	0.118	1790599216416588
56	5.6	17	2.35436	0.104	1790599216416588
57	5.701	17	2.38487	0.101	1790599216416588
58	5.818	17	2.41472	0.117	1790599216416588
59	5.909	17	2.43777	0.091	1790599216416588
60	6.005	17	2.43803	0.096	1790599216416588
61	6.093	17	2.4516	0.088	1790599216416588
62	6.182	17	2.48352	0.089	1790599216416588
63	6.291	17	2.51581	0.109	1790599216416588
64	6.362	18	2.51753	0.071	1790599216416588
65	6.468	18	2.55519	0.106	1790599216416588
66	6.537	18	2.57286	0.069	1790599216416588
67	6.635	19	2.57775	0.098	1790599216416588
68	6.746	19	2.58544	0.111	1790599216416588
69	6.862	19	2.59402	0.116	1790599216416588
70	6.975	18	2.5765	0.113	1790599216416588
71	7.076	19	2.59099	0.101	1790599216416588
72	7.215	19	2.6109	0.139	1790599216416588
73	7.323	19	2.63072	0.108	1790599216416588
74	7.415	19	2.65552	0.092	1790599216416588
75	7.505	19	2.67076	0.09	1790599216416588
76	7.587	19	2.68746	0.082	1790599216416588
77	7.673	20	2.67602	0.086	1790599216416588
78	7.77	20	2.66854	0.097	1790599216416588
79	7.849	20	2.67548	0.079	1790599216416588
80	7.952	21	2.68881	0.103	1790599216416588
