Time	Displacement	R	U	Velocity	Acceleration	Variance	Label
0	0	1	0	0.1	1.249e-16	0	e
0.1	0.01	1	0	0.1	-2.79128e-16	0.0994987	e
0.2	0.02	1	0	0.1	4.6525e-17	0.140712	e
0.3	0.03	1	0	0.1	4.06586e-16	0.172337	e
0.4	0.04	1	0	0.1	7.78936e-17	0.198997	e
0.5	0.05	1	0	0.1	-8.05153e-16	0.222486	e
0.6	0.06	1	0	0.1	2.85508e-16	0.243721	e
0.7	0.07	1	0	0.1	3.29179e-16	0.263249	e
0.8	0.08	1	0	0.1	-9.46032e-16	0.281425	e
0.9	0.09	1	0	0.1	1.01438e-15	0.298496	e
1	0.1	1	0	0.1	-7.48006e-16	0.314643	e
1.1	0.11	1	0	0.1	-7.19172e-16	0.33	e
1.2	0.12	1	0	0.1	4.95264e-16	0.344674	e
1.3	0.13	1	0	0.1	4.86943e-17	0.358748	e
1.4	0.14	1	0	0.1	1.93814e-15	0.37229	e
1.5	0.15	1	0	0.1	-2.38795e-15	0.385357	e
1.6	0.16	1	0	0.1	2.59849e-15	0.397995	e
1.7	0.17	1	0	0.1	-1.51866e-15	0.410244	e
1.8	0.18	1	0	0.1	1.23727e-15	0.422137	e
1.9	0.19	1	0	0.1	-2.32131e-15	0.433705	e
2	0.2	1	0	0.1	1.32488e-15	0.444972	e
2.1	0.21	1	0	0.1	-1.77488e-15	0.455961	e
2.2	0.22	1	0	0.1	2.29539e-15	0.46669	e
2.3	0.23	1	0	0.1	-1.53995e-15	0.477179	e
2.4	0.24	1	0	0.1	4.53905e-16	0.487442	e
2.5	0.25	1	0	0.1	-6.71558e-16	0.497494	e
2.6	0.26	1	0	0.1	1.91242e-15	0.507346	e
2.7	0.27	1	0	0.1	1.54766e-16	0.517011	e
2.8	0.28	1	0	0.1	-1.26453e-15	0.526498	e
2.9	0.29	1	0	0.1	-1.63451e-17	0.535817	e
3	0.3	1	0	0.1	1.6475e-16	0.544977	e
3.1	0.31	1	0	0.1	7.82168e-17	0.553986	e
3.2	0.32	1	0	0.1	-1.82671e-15	0.56285	e
3.3	0.33	1	0	0.1	2.54854e-15	0.571577	e
3.4	0.34	1	0	0.1	-1.99633e-15	0.580172	e
3.5	0.35	1	0	0.1	9.98578e-17	0.588643	e
3.6	0.36	1	0	0.1	1.93435e-15	0.596992	e
3.7	0.37	1	0	0.1	-1.63431e-15	0.605227	e
3.8	0.38	1	0	0.1	-2.6097e-16	0.613351	e
3.9	0.39	1	0	0.1	1.1279e-15	0.621369	e
4	0.4	1	0	0.1	2.36675e-15	0.629285	e
4.1	0.41	1	0	0.1	-1.87112e-15	0.637103	e
4.2	0.42	1	0	0.1	-1.68169e-15	0.644826	e
4.3	0.43	1	0	0.1	-7.02168e-16	0.652457	e
4.4	0.44	1	0	0.1	3.49284e-16	0.66	e
4.5	0.45	1	0	0.1	1.33089e-15	0.667458	e
4.6	0.46	1	0	0.1	-4.97856e-16	0.674833	e
4.7	0.47	1	0	0.1	-3.27138e-16	0.682129	e
4.8	0.48	1	0	0.1	-2.13635e-15	0.689348	e
4.9	0.49	1	0	0.1	2.46011e-15	0.696491	e
5	0.5	1	0	0.1	5.59681e-16	0.703562	e
5.1	0.51	1	0.1	0.1	1.40372e-15	0.710563	e
5.2	0.52	1	0.1	0.1	-1.15879e-15	0.717496	e
5.3	0.53	1	0.1	0.1	3.4694e-15	0.724362	e
5.4	0.54	1	0.1	0.1	-6.00667e-15	0.731163	e
5.5	0.55	1	0.1	0.1	-1.39644e-15	0.737902	e
5.6	0.56	1	0.1	0.1	7.67656e-15	0.74458	e
5.7	0.57	1	0.1	0.1	-3.10031e-15	0.751199	e
5.8	0.58	1	0.1	0.1	3.04918e-16	0.75776	e
5.9	0.59	1	0.1	0.1	6.7504e-16	0.764264	e
6	0.6	1	0.1	0.1	-1.18038e-15	0.770714	e
6.1	0.61	1	0.1	0.1	-8.94802e-16	0.77711	e
6.2	0.62	1	0.1	0.1	-3.65794e-15	0.783454	e
6.3	0.63	1	0.1	0.1	2.28152e-15	0.789747	e
6.4	0.64	1	0.1	0.1	1.52505e-15	0.79599	e
6.5	0.65	1	0.1	0.1	1.08976e-15	0.802185	e
6.6	0.66	1	0.1	0.1	-2.07822e-15	0.808332	e
6.7	0.67	1	0.1	0.1	-1.79477e-15	0.814432	e
6.8	0.68	1	0.1	0.1	6.22741e-15	0.820488	e
6.9	0.69	1	0.1	0.1	-5.88913e-15	0.826499	e
7	0.7	1	0.1	0.1	5.5686e-15	0.832466	e
7.1	0.71	1	0.1	0.1	-4.38784e-15	0.838391	e
7.2	0.72	1	0.1	0.1	2.00842e-15	0.844275	e
7.3	0.73	1	0.1	0.1	-1.49741e-15	0.850118	e
7.4	0.74	1	0.1	0.1	7.77214e-15	0.855921	e
