1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2842446067408133e-21	.996451615591515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807949964612396e-26	.003544290444576008	.9823642036589457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22965541995750457e-33	12596661869955244e-21	.017390809711480527	.9513209237256115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6527831453171722e-38	4476940911440588e-23	.0002584307918085464	.046914360414817544	.8983685041958998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1855500884277108e-43	1591135820046016e-25	3699925534963125e-21	.0017333186899099122	.09432076335945241	.8211606015053025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52741611915857785e-50	5655006952097165e-28	52496398361936494e-24	5837659118306561e-20	.006888260954556879	.15680109310004775	.7210084732852539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1499151873789959e-54	20098286535553204e-31	7431770571856197e-25	18962354201029292e-22	.0004386394687457879	.01977479652182749	.22562849369666227	.6033693042647337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4261258348101803e-60	7143070293050609e-33	10515041928502951e-27	6066339336363024e-23	26212468542553123e-21	.0021007715357227357	.04488605020389971	.2872741033718102	.4773387655673992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12112397033772047e-66	25386966755202398e-36	14875392687107633e-29	19278709773555496e-25	15166975430063831e-22	.0002045407819625852	.007319933357059768	.08444042423443834	.32698662918917215	.3539947537099946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3442883531553129e-71	902270388766543e-37	21043136625937003e-31	6108781603467403e-26	8626452648983398e-23	18968553232968272e-21	.0010725089977050507	.01990477132298735	.13511134071611525	.3339755712476531	.24392279220768007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9786210754807416e-77	32067314787738543e-41	2976793049243015e-32	19331428616612744e-28	4860569082982613e-24	1709376330284339e-21	.00014748402276556867	.00414561853648952	.04397233860826032	.18650721452241145	.3059819740433246	.15472549377180705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2781677627482952e-82	11396945865658734e-43	4211005796856072e-34	6113924461316121e-29	27244358521132654e-26	15137981536440963e-23	19491586824689475e-21	.0007999107334592389	.012465666680400483	.08080855427363146	.2236665432355336	.25067602187410587	.08947090393675647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7906768633036103e-88	4050553528554919e-45	59569340427205326e-37	19331385967920687e-31	15226361252019452e-27	1326154824390162e-23	25105789062181682e-22	.00014684234250648715	.003236948701164168	.030127718983562445	.1252361459302207	.2335518755229996	.18269199323260368	.04668093112179026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2247456340687945e-93	1439594789787167e-47	8426741707239564e-38	6111605123720562e-32	8495715600492855e-28	11538725897106355e-25	31789460718904757e-23	26062973571846617e-21	.0007923802009157368	.01018636170056401	.05970487226363366	.1648528346558049	.212108761403821	.11764578017419808	.021738301709125614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6388273437259922e-99	5116419630483742e-50	11920557248354684e-40	19320792198896064e-34	473586352931936e-28	9996276049568593e-26	3979120169193989e-23	451903383632276e-20	.00018615000815004964	.00322006813341463	.025585630423311537	.09816083398940956	.18479058723568204	.16693597967315055	.06640127027041315	.008933188844382687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18158322709267304e-105	18184109876550449e-53	16862945226202564e-42	6107794796111011e-35	26385736644022485e-31	8636028097990499e-27	4941661387450767e-24	7707236214809564e-22	42462499701636583e-21	.0009702039043347512	.01017526857151252	.05212816306026136	.13470326285463202	.1762581605349524	.11322094420612024	.03254966358651946	.003201648796500256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5161405297568465e-110	6462758645369291e-55	23854499008783736e-44	19308094265424157e-37	14696344878439322e-32	7447596592000264e-28	610386433498428e-24	12990356169590066e-23	9480302205081639e-21	.00028221782137827065	.0038327664767413487	.025518314051131277	.08695871458765918	.15458414357153893	.14258084101599355	.06570238936221456	.01372011196739225	.000988918692100448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14671016190372988e-116	22969092021467053e-58	3374482422890536e-45	610368839368317e-37	8184190567410102e-33	6415343143556651e-29	7511131283982641e-26	2170871183168615e-23	2083238094890129e-21	7996351243799325e-20	.0013863535968961962	.011763573283643497	.05143366341006362	.11930711405762198	.14817659759977092	.09729798843555182	.03235118755299848	.004921354053442066	.00026024305644017074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
