Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	160641483882148
1	0.1	4	0.314643	0.1	160641483882148
2	0.199	5	0.444296	0.099	160641483882148
3	0.298	5	0.539626	0.099	160641483882148
4	0.398	6	0.631345	0.1	160641483882148
5	0.489	6	0.694895	0.091	160641483882148
6	0.595	6	0.758271	0.106	160641483882148
7	0.692	6	0.827729	0.097	160641483882148
8	0.807	7	0.888679	0.115	160641483882148
9	0.905	7	0.943915	0.098	160641483882148
10	0.999	9	1.00349	0.094	160641483882148
11	1.097	9	1.05195	0.098	160641483882148
12	1.191	8	1.09568	0.094	160641483882148
13	1.283	8	1.14408	0.092	160641483882148
14	1.372	8	1.18727	0.089	160641483882148
15	1.471	8	1.21908	0.099	160641483882148
16	1.581	9	1.271	0.11	160641483882148
17	1.66	9	1.30208	0.079	160641483882148
18	1.745	10	1.32664	0.085	160641483882148
19	1.855	10	1.3744	0.11	160641483882148
20	1.919	10	1.39909	0.064	160641483882148
21	2.037	10	1.4334	0.118	160641483882148
22	2.14	10	1.4654	0.103	160641483882148
23	2.264	10	1.51238	0.124	160641483882148
24	2.365	10	1.55813	0.101	160641483882148
25	2.484	10	1.59898	0.119	160641483882148
26	2.599	10	1.63744	0.115	160641483882148
27	2.682	10	1.66909	0.083	160641483882148
28	2.752	10	1.67884	0.07	160641483882148
29	2.87	10	1.71029	0.118	160641483882148
30	2.947	10	1.73153	0.077	160641483882148
31	3.025	10	1.73965	0.078	160641483882148
32	3.141	10	1.77176	0.116	160641483882148
33	3.246	10	1.7929	0.105	160641483882148
34	3.358	10	1.82834	0.112	160641483882148
35	3.455	10	1.8352	0.097	160641483882148
36	3.563	10	1.85392	0.108	160641483882148
37	3.672	10	1.88425	0.109	160641483882148
38	3.735	10	1.89493	0.063	160641483882148
39	3.843	10	1.91608	0.108	160641483882148
40	3.942	10	1.95618	0.099	160641483882148
41	4.023	10	1.97977	0.081	160641483882148
42	4.158	10	2.00998	0.135	160641483882148
43	4.278	10	2.02552	0.12	160641483882148
44	4.382	10	2.04623	0.104	160641483882148
45	4.448	10	2.04556	0.066	160641483882148
46	4.553	10	2.07128	0.105	160641483882148
47	4.637	10	2.09003	0.084	160641483882148
48	4.755	10	2.1019	0.118	160641483882148
49	4.838	10	2.13395	0.083	160641483882148
50	4.955	10	2.14055	0.117	160641483882148
51	5.045	10	2.13471	0.09	160641483882148
52	5.113	10	2.14412	0.068	160641483882148
53	5.198	10	2.13794	0.085	160641483882148
54	5.285	10	2.12621	0.087	160641483882148
55	5.367	10	2.12493	0.082	160641483882148
56	5.49	10	2.13023	0.123	160641483882148
57	5.565	10	2.13232	0.075	160641483882148
58	5.663	10	2.14066	0.098	160641483882148
59	5.755	10	2.15429	0.092	160641483882148
60	5.829	10	2.15447	0.074	160641483882148
61	5.93	10	2.1338	0.101	160641483882148
62	5.994	10	2.11044	0.064	160641483882148
63	6.027	10	2.09959	0.033	160641483882148
64	6.127	10	2.09616	0.1	160641483882148
65	6.175	10	2.07663	0.048	160641483882148
66	6.263	10	2.07746	0.088	160641483882148
67	6.326	10	2.06609	0.063	160641483882148
68	6.382	10	2.06278	0.056	160641483882148
69	6.466	10	2.05301	0.084	160641483882148
70	6.54	10	2.03012	0.074	160641483882148
71	6.628	10	2.01634	0.088	160641483882148
72	6.696	10	1.98887	0.068	160641483882148
73	6.769	10	1.97753	0.073	160641483882148
74	6.84	10	1.97823	0.071	160641483882148
75	6.878	10	1.96548	0.038	160641483882148
76	6.938	10	1.9458	0.06	160641483882148
77	7.002	10	1.94242	0.064	160641483882148
78	7.07	10	1.92434	0.068	160641483882148
79	7.165	10	1.88143	0.095	160641483882148
80	7.224	10	1.87132	0.059	160641483882148
81	7.275	10	1.85859	0.051	160641483882148
82	7.347	10	1.83237	0.072	160641483882148
83	7.417	10	1.7914	0.07	160641483882148
84	7.471	10	1.76781	0.054	160641483882148
85	7.531	10	1.75301	0.06	160641483882148
86	7.602	10	1.73222	0.071	160641483882148
87	7.645	10	1.70557	0.043	160641483882148
88	7.69	10	1.69053	0.045	160641483882148
89	7.763	10	1.64737	0.073	160641483882148
90	7.825	10	1.61597	0.062	160641483882148
91	7.904	10	1.58202	0.079	160641483882148
92	7.945	10	1.55948	0.041	160641483882148
93	8.005	10	1.52872	0.06	160641483882148
94	8.046	10	1.50495	0.041	160641483882148
95	8.115	10	1.45526	0.069	160641483882148
96	8.138	10	1.44878	0.023	160641483882148
97	8.167	10	1.42657	0.029	160641483882148
98	8.19	10	1.41665	0.023	160641483882148
99	8.225	10	1.38542	0.035	160641483882148
100	8.246	10	1.38256	0.021	160641483882148
101	8.265	10	1.37723	0.019	160641483882148
102	8.3	10	1.35314	0.035	160641483882148
103	8.316	10	1.36204	0.016	160641483882148
104	8.346	10	1.35288	0.03	160641483882148
105	8.367	10	1.3279	0.021	160641483882148
106	8.382	10	1.3195	0.015	160641483882148
107	8.398	10	1.32348	0.016	160641483882148
108	8.433	10	1.27691	0.035	160641483882148
109	8.458	10	1.25906	0.025	160641483882148
110	8.48	10	1.24081	0.022	160641483882148
111	8.51	10	1.18865	0.03	160641483882148
112	8.521	10	1.19648	0.011	160641483882148
113	8.546	10	1.16098	0.025	160641483882148
114	8.563	10	1.11671	0.017	160641483882148
115	8.574	10	1.10568	0.011	160641483882148
116	8.582	10	1.08594	0.008	160641483882148
117	8.58	10	1.09115	-0.002	160641483882148
118	8.598	10	1.06367	0.018	160641483882148
119	8.619	10	1.01629	0.021	160641483882148
120	8.651	9	0.973755	0.032	160641483882148
121	8.671	9	0.939553	0.02	160641483882148
122	8.68	9	0.940532	0.009	160641483882148
123	8.683	9	0.960995	0.003	160641483882148
124	8.689	9	0.944605	0.006	160641483882148
