Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	336252458406531
1	0.101	4	0.317489	0.101	336252458406531
2	0.201	5	0.45011	0.1	336252458406531
3	0.296	5	0.548073	0.095	336252458406531
4	0.398	6	0.639997	0.102	336252458406531
5	0.493	6	0.714109	0.095	336252458406531
6	0.601	7	0.784091	0.108	336252458406531
7	0.709	8	0.85634	0.108	336252458406531
8	0.818	7	0.91262	0.109	336252458406531
9	0.908	7	0.955791	0.09	336252458406531
10	1.008	7	1.00843	0.1	336252458406531
11	1.098	7	1.05233	0.09	336252458406531
12	1.178	7	1.07764	0.08	336252458406531
13	1.274	8	1.12558	0.096	336252458406531
14	1.375	8	1.16549	0.101	336252458406531
15	1.456	9	1.20252	0.081	336252458406531
16	1.558	9	1.23719	0.102	336252458406531
17	1.654	9	1.2893	0.096	336252458406531
18	1.791	9	1.34882	0.137	336252458406531
19	1.9	10	1.39571	0.109	336252458406531
20	1.987	10	1.43382	0.087	336252458406531
21	2.075	10	1.47525	0.088	336252458406531
22	2.165	10	1.51419	0.09	336252458406531
23	2.236	10	1.51238	0.071	336252458406531
24	2.336	10	1.56144	0.1	336252458406531
25	2.413	10	1.57367	0.077	336252458406531
26	2.511	10	1.60651	0.098	336252458406531
27	2.615	10	1.65462	0.104	336252458406531
28	2.688	10	1.68335	0.073	336252458406531
29	2.786	10	1.71791	0.098	336252458406531
30	2.905	10	1.74585	0.119	336252458406531
31	3.005	10	1.77284	0.1	336252458406531
32	3.096	10	1.78572	0.091	336252458406531
33	3.198	10	1.8124	0.102	336252458406531
34	3.308	10	1.84855	0.11	336252458406531
35	3.374	10	1.8553	0.066	336252458406531
36	3.477	10	1.87922	0.103	336252458406531
37	3.583	10	1.89133	0.106	336252458406531
38	3.663	10	1.90747	0.08	336252458406531
39	3.732	10	1.92488	0.069	336252458406531
40	3.856	10	1.96501	0.124	336252458406531
41	3.982	10	1.98964	0.126	336252458406531
42	4.089	10	1.99301	0.107	336252458406531
43	4.191	10	2.01879	0.102	336252458406531
44	4.287	10	2.04246	0.096	336252458406531
45	4.383	10	2.06623	0.096	336252458406531
46	4.514	10	2.10352	0.131	336252458406531
47	4.624	10	2.09824	0.11	336252458406531
48	4.763	10	2.12199	0.139	336252458406531
49	4.879	10	2.12494	0.116	336252458406531
50	4.987	10	2.13467	0.108	336252458406531
51	5.08	10	2.15212	0.093	336252458406531
52	5.16	10	2.14532	0.08	336252458406531
53	5.266	10	2.15134	0.106	336252458406531
54	5.368	10	2.16485	0.102	336252458406531
55	5.446	10	2.17073	0.078	336252458406531
56	5.526	10	2.18182	0.08	336252458406531
57	5.644	10	2.17721	0.118	336252458406531
58	5.718	10	2.18139	0.074	336252458406531
59	5.795	10	2.17692	0.077	336252458406531
60	5.887	10	2.15899	0.092	336252458406531
61	5.953	10	2.15193	0.066	336252458406531
62	6.037	10	2.15537	0.084	336252458406531
63	6.09	10	2.14707	0.053	336252458406531
64	6.15	10	2.1346	0.06	336252458406531
65	6.237	10	2.11372	0.087	336252458406531
66	6.281	10	2.11944	0.044	336252458406531
67	6.359	10	2.11095	0.078	336252458406531
68	6.434	10	2.10871	0.075	336252458406531
69	6.526	10	2.10127	0.092	336252458406531
70	6.633	10	2.08646	0.107	336252458406531
71	6.718	10	2.06772	0.085	336252458406531
72	6.792	10	2.0593	0.074	336252458406531
73	6.879	10	2.02123	0.087	336252458406531
74	6.953	10	2.00444	0.074	336252458406531
75	7.019	10	1.98586	0.066	336252458406531
76	7.1	9	1.97636	0.081	336252458406531
77	7.151	9	1.96398	0.051	336252458406531
78	7.229	9	1.93043	0.078	336252458406531
79	7.28	9	1.89093	0.051	336252458406531
80	7.331	9	1.87815	0.051	336252458406531
81	7.398	9	1.83483	0.067	336252458406531
82	7.49	9	1.79969	0.092	336252458406531
83	7.517	9	1.79519	0.027	336252458406531
84	7.568	9	1.78476	0.051	336252458406531
85	7.645	9	1.74269	0.077	336252458406531
86	7.7	9	1.71756	0.055	336252458406531
87	7.747	9	1.69823	0.047	336252458406531
88	7.782	9	1.69129	0.035	336252458406531
89	7.833	9	1.66767	0.051	336252458406531
90	7.896	9	1.61962	0.063	336252458406531
91	7.948	9	1.58376	0.052	336252458406531
92	7.987	9	1.562	0.039	336252458406531
93	8.024	9	1.51935	0.037	336252458406531
94	8.056	9	1.50594	0.032	336252458406531
95	8.106	9	1.46416	0.05	336252458406531
96	8.134	8	1.45432	0.028	336252458406531
97	8.163	8	1.42844	0.029	336252458406531
98	8.213	8	1.38442	0.05	336252458406531
99	8.264	8	1.34287	0.051	336252458406531
100	8.285	8	1.34118	0.021	336252458406531
101	8.318	8	1.29726	0.033	336252458406531
102	8.331	8	1.29439	0.013	336252458406531
103	8.365	8	1.27231	0.034	336252458406531
104	8.387	8	1.25667	0.022	336252458406531
105	8.42	8	1.22376	0.033	336252458406531
106	8.415	8	1.24208	-0.005	336252458406531
107	8.452	8	1.20776	0.037	336252458406531
108	8.472	8	1.18162	0.02	336252458406531
109	8.486	8	1.17337	0.014	336252458406531
110	8.513	8	1.14142	0.027	336252458406531
111	8.543	8	1.09825	0.03	336252458406531
112	8.554	7	1.07614	0.011	336252458406531
113	8.577	7	1.0536	0.023	336252458406531
114	8.606	7	1.00537	0.029	336252458406531
115	8.621	7	0.990131	0.015	336252458406531
116	8.638	7	0.979263	0.017	336252458406531
117	8.655	7	0.959153	0.017	336252458406531
118	8.658	7	0.96542	0.003	336252458406531
119	8.663	7	0.964589	0.005	336252458406531
120	8.67	7	0.947154	0.007	336252458406531
121	8.69	7	0.90934	0.02	336252458406531
122	8.706	7	0.893064	0.016	336252458406531
123	8.712	7	0.889413	0.006	336252458406531
124	8.723	7	0.868488	0.011	336252458406531
125	8.735	7	0.843075	0.012	336252458406531
126	8.743	7	0.821554	0.008	336252458406531
127	8.754	7	0.800927	0.011	336252458406531
128	8.779	7	0.749773	0.025	336252458406531
129	8.788	7	0.748369	0.009	336252458406531
130	8.802	7	0.713299	0.014	336252458406531
131	8.811	7	0.719916	0.009	336252458406531
132	8.825	7	0.661343	0.014	336252458406531
133	8.82	7	0.707531	-0.005	336252458406531
134	8.837	7	0.667406	0.017	336252458406531
135	8.849	7	0.645135	0.012	336252458406531
136	8.862	7	0.605769	0.013	336252458406531
137	8.868	7	0.596302	0.006	336252458406531
138	8.875	7	0.601976	0.007	336252458406531
139	8.883	7	0.572111	0.008	336252458406531
