Time	Displacement	R	U	Velocity	Acceleration	Variance	Label
0	0	1	0	0.1	1.249e-16	0	e
0.1	0.01	1	0	0.1	-2.79128e-16	0.0099	e
0.2	0.02	1	0	0.1	4.6525e-17	0.0198	e
0.3	0.03	1	0	0.1	4.06586e-16	0.0297	e
0.4	0.04	1	0	0.1	7.78936e-17	0.0396	e
0.5	0.05	1	0	0.1	-8.05153e-16	0.0495	e
0.6	0.06	1	0	0.1	2.85508e-16	0.0594	e
0.7	0.07	1	0	0.1	3.29179e-16	0.0693	e
0.8	0.08	1	0	0.1	-9.46032e-16	0.0792	e
0.9	0.09	1	0	0.1	1.01438e-15	0.0891	e
1	0.1	1	0	0.1	-7.48006e-16	0.099	e
1.1	0.11	1	0	0.1	-7.19172e-16	0.1089	e
1.2	0.12	1	0	0.1	4.95264e-16	0.1188	e
1.3	0.13	1	0	0.1	4.86943e-17	0.1287	e
1.4	0.14	1	0	0.1	1.93814e-15	0.1386	e
1.5	0.15	1	0	0.1	-2.38795e-15	0.1485	e
1.6	0.16	1	0	0.1	2.59849e-15	0.1584	e
1.7	0.17	1	0	0.1	-1.51866e-15	0.1683	e
1.8	0.18	1	0	0.1	1.23727e-15	0.1782	e
1.9	0.19	1	0	0.1	-2.32131e-15	0.1881	e
2	0.2	1	0	0.1	1.32488e-15	0.198	e
2.1	0.21	1	0	0.1	-1.77488e-15	0.2079	e
2.2	0.22	1	0	0.1	2.29539e-15	0.2178	e
2.3	0.23	1	0	0.1	-1.53995e-15	0.2277	e
2.4	0.24	1	0	0.1	4.53905e-16	0.2376	e
2.5	0.25	1	0	0.1	-6.71558e-16	0.2475	e
2.6	0.26	1	0	0.1	1.91242e-15	0.2574	e
2.7	0.27	1	0	0.1	1.54766e-16	0.2673	e
2.8	0.28	1	0	0.1	-1.26453e-15	0.2772	e
2.9	0.29	1	0	0.1	-1.63451e-17	0.2871	e
3	0.3	1	0	0.1	1.6475e-16	0.297	e
3.1	0.31	1	0	0.1	7.82168e-17	0.3069	e
3.2	0.32	1	0	0.1	-1.82671e-15	0.3168	e
3.3	0.33	1	0	0.1	2.54854e-15	0.3267	e
3.4	0.34	1	0	0.1	-1.99633e-15	0.3366	e
3.5	0.35	1	0	0.1	9.98578e-17	0.3465	e
3.6	0.36	1	0	0.1	1.93435e-15	0.3564	e
3.7	0.37	1	0	0.1	-1.63431e-15	0.3663	e
3.8	0.38	1	0	0.1	-2.6097e-16	0.3762	e
3.9	0.39	1	0	0.1	1.1279e-15	0.3861	e
4	0.4	1	0	0.1	2.36675e-15	0.396	e
4.1	0.41	1	0	0.1	-1.87112e-15	0.4059	e
4.2	0.42	1	0	0.1	-1.68169e-15	0.4158	e
4.3	0.43	1	0	0.1	-7.02168e-16	0.4257	e
4.4	0.44	1	0	0.1	3.49284e-16	0.4356	e
4.5	0.45	1	0	0.1	1.33089e-15	0.4455	e
4.6	0.46	1	0	0.1	-4.97856e-16	0.4554	e
