Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	334084759424778
1	0.101	4	0.314323	0.101	334084759424778
2	0.206	4	0.453392	0.105	334084759424778
3	0.303	5	0.547897	0.097	334084759424778
4	0.405	5	0.634015	0.102	334084759424778
5	0.51	6	0.711266	0.105	334084759424778
6	0.609	7	0.774028	0.099	334084759424778
7	0.712	7	0.8343	0.103	334084759424778
8	0.82	7	0.892525	0.108	334084759424778
9	0.93	7	0.951367	0.11	334084759424778
10	1.058	8	1.01422	0.128	334084759424778
11	1.155	8	1.06676	0.097	334084759424778
12	1.257	9	1.10858	0.102	334084759424778
13	1.347	9	1.15827	0.09	334084759424778
14	1.45	9	1.19478	0.103	334084759424778
15	1.532	10	1.24055	0.082	334084759424778
16	1.632	9	1.29173	0.1	334084759424778
17	1.733	10	1.34228	0.101	334084759424778
18	1.836	10	1.3882	0.103	334084759424778
19	1.949	10	1.43541	0.113	334084759424778
20	2.03	10	1.45846	0.081	334084759424778
21	2.148	10	1.50536	0.118	334084759424778
22	2.255	10	1.54077	0.107	334084759424778
23	2.34	10	1.57239	0.085	334084759424778
24	2.424	10	1.58468	0.084	334084759424778
25	2.516	10	1.6164	0.092	334084759424778
26	2.619	10	1.63182	0.103	334084759424778
27	2.719	10	1.67154	0.1	334084759424778
28	2.798	10	1.70329	0.079	334084759424778
29	2.916	10	1.71725	0.118	334084759424778
30	3.035	10	1.74922	0.119	334084759424778
31	3.132	10	1.77358	0.097	334084759424778
32	3.222	10	1.78933	0.09	334084759424778
33	3.309	10	1.8299	0.087	334084759424778
34	3.368	10	1.8321	0.059	334084759424778
35	3.467	10	1.85119	0.099	334084759424778
36	3.563	10	1.86414	0.096	334084759424778
37	3.661	10	1.90711	0.098	334084759424778
38	3.716	10	1.91972	0.055	334084759424778
39	3.812	10	1.94362	0.096	334084759424778
40	3.904	10	1.96718	0.092	334084759424778
41	4.005	10	1.97509	0.101	334084759424778
42	4.096	10	1.98816	0.091	334084759424778
43	4.203	10	2.00195	0.107	334084759424778
44	4.286	10	2.00255	0.083	334084759424778
45	4.373	10	2.01962	0.087	334084759424778
46	4.452	10	2.03069	0.079	334084759424778
47	4.56	10	2.05363	0.108	334084759424778
48	4.681	10	2.06887	0.121	334084759424778
49	4.79	10	2.06734	0.109	334084759424778
50	4.892	10	2.0689	0.102	334084759424778
51	4.983	10	2.09301	0.091	334084759424778
52	5.062	10	2.10954	0.079	334084759424778
53	5.166	10	2.08529	0.104	334084759424778
54	5.266	10	2.1041	0.1	334084759424778
55	5.321	10	2.1121	0.055	334084759424778
56	5.403	10	2.11603	0.082	334084759424778
57	5.486	10	2.10471	0.083	334084759424778
58	5.545	10	2.11565	0.059	334084759424778
59	5.626	10	2.11379	0.081	334084759424778
60	5.705	10	2.1199	0.079	334084759424778
61	5.752	10	2.13084	0.047	334084759424778
62	5.846	10	2.12751	0.094	334084759424778
63	5.956	10	2.12063	0.11	334084759424778
64	6.046	10	2.10829	0.09	334084759424778
65	6.144	10	2.09863	0.098	334084759424778
66	6.231	10	2.08126	0.087	334084759424778
67	6.311	10	2.09172	0.08	334084759424778
68	6.359	10	2.08953	0.048	334084759424778
69	6.449	10	2.06698	0.09	334084759424778
70	6.533	9	2.06396	0.084	334084759424778
71	6.602	9	2.03828	0.069	334084759424778
72	6.629	9	2.0133	0.027	334084759424778
73	6.675	9	2.01181	0.046	334084759424778
74	6.719	9	2.01991	0.044	334084759424778
75	6.769	9	1.99641	0.05	334084759424778
76	6.842	9	1.97864	0.073	334084759424778
77	6.896	9	1.96626	0.054	334084759424778
78	6.964	9	1.94569	0.068	334084759424778
79	7.02	9	1.92447	0.056	334084759424778
80	7.098	9	1.90536	0.078	334084759424778
81	7.157	9	1.87999	0.059	334084759424778
82	7.225	9	1.85294	0.068	334084759424778
83	7.31	9	1.81188	0.085	334084759424778
84	7.381	8	1.78517	0.071	334084759424778
85	7.433	8	1.75798	0.052	334084759424778
86	7.503	8	1.73378	0.07	334084759424778
87	7.579	8	1.70902	0.076	334084759424778
88	7.639	8	1.6777	0.06	334084759424778
89	7.672	8	1.66205	0.033	334084759424778
90	7.695	8	1.65136	0.023	334084759424778
